units: volts, uamps, V/I (relative delay)
0.688000, 35.31600000, 0.0194812549553
0.689000, 35.46700000, 0.0194265091494
0.690000, 35.61900000, 0.019371683652
0.691000, 35.77100000, 0.0193173240893
0.692000, 35.92300000, 0.0192634245469
0.693000, 36.07500000, 0.01920997921
0.694000, 36.22800000, 0.0191564535718
0.695000, 36.38000000, 0.0191039032435
0.696000, 36.53300000, 0.019051268716
0.697000, 36.68600000, 0.0189990732159
0.698000, 36.84000000, 0.0189467969598
0.699000, 36.99300000, 0.0188954667099
0.700000, 37.14700000, 0.0188440520096
0.701000, 37.30100000, 0.0187930618482
0.702000, 37.45500000, 0.0187424909892
0.703000, 37.60900000, 0.0186923342817
0.704000, 37.76300000, 0.0186425866589
0.705000, 37.91800000, 0.0185927527823
0.706000, 38.07300000, 0.0185433246658
0.707000, 38.22800000, 0.0184942973737
0.708000, 38.38300000, 0.0184456660501
0.709000, 38.53800000, 0.0183974259173
0.710000, 38.69400000, 0.0183490980514
0.711000, 38.84900000, 0.0183016293856
0.712000, 39.00500000, 0.018254069991
0.713000, 39.16100000, 0.0182068895074
0.714000, 39.31800000, 0.0181596215474
0.715000, 39.47400000, 0.0181131884278
0.716000, 39.63100000, 0.0180666649845
0.717000, 39.78800000, 0.0180205086961
0.718000, 39.94500000, 0.0179747152334
0.719000, 40.10200000, 0.0179292803351
0.720000, 40.25900000, 0.0178841998063
0.721000, 40.41700000, 0.0178390281317
0.722000, 40.57500000, 0.0177942082563
0.723000, 40.73300000, 0.0177497360862
0.724000, 40.89100000, 0.0177056075909
0.725000, 41.04900000, 0.0176618188019
0.726000, 41.20700000, 0.0176183658116
0.727000, 41.36600000, 0.0175748199004
0.728000, 41.52500000, 0.0175316074654
0.729000, 41.68400000, 0.0174887246905
0.730000, 41.84300000, 0.0174461678178
0.731000, 42.00200000, 0.017403933146
0.732000, 42.16200000, 0.0173616052369
0.733000, 42.32200000, 0.0173195973725
0.734000, 42.48200000, 0.0172779059366
0.735000, 42.64200000, 0.0172365273674
0.736000, 42.80200000, 0.0171954581562
0.737000, 42.96200000, 0.0171546948466
0.738000, 43.12300000, 0.0171138371635
0.739000, 43.28400000, 0.0170732834304
0.740000, 43.44500000, 0.0170330302682
0.741000, 43.60600000, 0.0169930743476
0.742000, 43.76700000, 0.0169534123883
0.743000, 43.92800000, 0.0169140411583
0.744000, 44.09000000, 0.0168745747335
0.745000, 44.25200000, 0.0168353972702
0.746000, 44.41400000, 0.0167965056063
0.747000, 44.57600000, 0.016757896626
0.748000, 44.73800000, 0.0167195672583
0.749000, 44.90100000, 0.016681142959
0.750000, 45.06300000, 0.0166433659543
0.751000, 45.22600000, 0.0166054924159
0.752000, 45.38900000, 0.0165678908987
0.753000, 45.55200000, 0.0165305584826
0.754000, 45.71500000, 0.0164934922892
0.755000, 45.87900000, 0.0164563307831
0.756000, 46.04200000, 0.016419790626
0.757000, 46.20600000, 0.016383153703
0.758000, 46.37000000, 0.0163467759327
0.759000, 46.53400000, 0.0163106545751
0.760000, 46.69900000, 0.0162744384248
0.761000, 46.86300000, 0.0162388238056
0.762000, 47.02800000, 0.016203113039
0.763000, 47.19200000, 0.0161679945754
0.764000, 47.35700000, 0.0161327786811
0.765000, 47.52200000, 0.0160978073313
0.766000, 47.68800000, 0.0160627411508
0.767000, 47.85300000, 0.0160282531921
0.768000, 48.01900000, 0.0159936691726
0.769000, 48.18400000, 0.0159596546571
0.770000, 48.35000000, 0.0159255429162
0.771000, 48.51600000, 0.0158916646055
0.772000, 48.68200000, 0.015858017337
0.773000, 48.84900000, 0.015824274806
0.774000, 49.01500000, 0.0157910843619
0.775000, 49.18200000, 0.0157577975682
0.776000, 49.34900000, 0.0157247360635
0.777000, 49.51600000, 0.0156918975685
0.778000, 49.68300000, 0.0156592798341
0.779000, 49.85000000, 0.0156268806419
0.780000, 50.01700000, 0.0155946978027
0.781000, 50.18500000, 0.0155624190495
0.782000, 50.35300000, 0.0155303556888
0.783000, 50.52100000, 0.0154985055719
0.784000, 50.68900000, 0.0154668665785
0.785000, 50.85700000, 0.0154354366164
0.786000, 51.02500000, 0.0154042136208
0.787000, 51.19400000, 0.0153728952612
0.788000, 51.36200000, 0.0153420816946
0.789000, 51.53100000, 0.0153111719159
0.790000, 51.70000000, 0.0152804642166
0.791000, 51.86900000, 0.0152499566215
0.792000, 52.03800000, 0.0152196471809
0.793000, 52.20800000, 0.0151892430279
0.794000, 52.37700000, 0.0151593256582
0.795000, 52.54700000, 0.0151293128057
0.796000, 52.71700000, 0.015099493522
0.797000, 52.88700000, 0.0150698659406
0.798000, 53.05700000, 0.0150404282187
0.799000, 53.22700000, 0.0150111785372
0.800000, 53.39700000, 0.0149821151001
0.801000, 53.56800000, 0.0149529569892
0.802000, 53.73900000, 0.0149239844433
0.803000, 53.90900000, 0.0148954719991
0.804000, 54.08000000, 0.0148668639053
0.805000, 54.25100000, 0.0148384361579
0.806000, 54.42300000, 0.0148099149257
0.807000, 54.59400000, 0.0147818441587
0.808000, 54.76600000, 0.0147536792901
0.809000, 54.93700000, 0.0147259588256
0.810000, 55.10900000, 0.0146981436789
0.811000, 55.28100000, 0.014670501619
0.812000, 55.45300000, 0.0146430310353
0.813000, 55.62500000, 0.0146157303371
0.814000, 55.79800000, 0.0145883364995
0.815000, 55.97000000, 0.0145613721637
0.816000, 56.14300000, 0.0145343141621
0.817000, 56.31600000, 0.0145074224022
0.818000, 56.48900000, 0.0144806953566
0.819000, 56.66200000, 0.0144541315167
0.820000, 56.83500000, 0.0144277293921
0.821000, 57.00800000, 0.0144014875105
0.822000, 57.18200000, 0.0143751530202
0.823000, 57.35500000, 0.0143492284892
0.824000, 57.52900000, 0.0143232109023
0.825000, 57.70300000, 0.0142973502244
0.826000, 57.87700000, 0.0142716450403
0.827000, 58.05100000, 0.0142460939519
0.828000, 58.22500000, 0.0142206955775
0.829000, 58.40000000, 0.0141952054795
0.830000, 58.57400000, 0.0141701096049
0.831000, 58.74900000, 0.0141449216157
0.832000, 58.92300000, 0.0141201228722
0.833000, 59.09800000, 0.0140952316491
0.834000, 59.27300000, 0.0140704874057
0.835000, 59.44900000, 0.0140456525762
0.836000, 59.62400000, 0.014021199517
0.837000, 59.79900000, 0.0139968895801
0.838000, 59.97500000, 0.0139724885369
0.839000, 60.15100000, 0.0139482302871
0.840000, 60.32600000, 0.0139243443955
0.841000, 60.50200000, 0.01390036693
0.842000, 60.67800000, 0.0138765285606
0.843000, 60.85500000, 0.0138526004437
0.844000, 61.03100000, 0.0138290377022
0.845000, 61.20700000, 0.0138056104694
0.846000, 61.38400000, 0.0137820930536
0.847000, 61.56000000, 0.013758934373
0.848000, 61.73700000, 0.0137356852455
0.849000, 61.91400000, 0.0137125690474
0.850000, 62.09100000, 0.0136895846419
0.851000, 62.26800000, 0.0136667309051
0.852000, 62.44600000, 0.013643788233
0.853000, 62.62300000, 0.0136211934912
0.854000, 62.80100000, 0.0135985095779
0.855000, 62.97800000, 0.013576169456
0.856000, 63.15600000, 0.0135537399455
0.857000, 63.33400000, 0.0135314365112
0.858000, 63.51200000, 0.013509258093
0.859000, 63.69000000, 0.0134872036426
0.860000, 63.86800000, 0.0134652721238
0.861000, 64.04700000, 0.0134432526114
0.862000, 64.22500000, 0.0134215648112
0.863000, 64.40400000, 0.013399788833
0.864000, 64.58300000, 0.0133781335646
0.865000, 64.76100000, 0.0133568042495
0.866000, 64.94000000, 0.0133353865106
0.867000, 65.11900000, 0.0133140865185
0.868000, 65.29900000, 0.0132926997351
0.869000, 65.47800000, 0.0132716332203
0.870000, 65.65700000, 0.0132506815724
0.871000, 65.83700000, 0.013229642906
0.872000, 66.01700000, 0.0132087189663
0.873000, 66.19600000, 0.0131881080428
0.874000, 66.37600000, 0.0131674099072
0.875000, 66.55600000, 0.0131468237274
0.876000, 66.73600000, 0.0131263485975
0.877000, 66.91600000, 0.0131059836213
0.878000, 67.09700000, 0.0130855328852
0.879000, 67.27700000, 0.0130653863876
0.880000, 67.45800000, 0.0130451540218
0.881000, 67.63800000, 0.0130252225081
0.882000, 67.81900000, 0.013005205031
0.883000, 68.00000000, 0.0129852941176
0.884000, 68.18100000, 0.0129654889192
0.885000, 68.36200000, 0.012945788596
0.886000, 68.54300000, 0.0129261923172
0.887000, 68.72500000, 0.0129065114587
0.888000, 68.90600000, 0.0128871215859
0.889000, 69.08800000, 0.0128676470588
0.890000, 69.26900000, 0.0128484603502
0.891000, 69.45100000, 0.0128291889246
0.892000, 69.63300000, 0.0128100182385
0.893000, 69.81500000, 0.0127909475041
0.894000, 69.99700000, 0.0127719759418
0.895000, 70.17900000, 0.01275310278
0.896000, 70.36100000, 0.0127343272552
0.897000, 70.54400000, 0.0127154683602
0.898000, 70.72600000, 0.0126968865764
0.899000, 70.90900000, 0.0126782213823
0.900000, 71.09100000, 0.0126598303583
0.901000, 71.27400000, 0.0126413558942
0.902000, 71.45700000, 0.0126229760555
0.903000, 71.64000000, 0.0126046901173
0.904000, 71.82300000, 0.0125864973616
0.905000, 72.00600000, 0.012568397078
0.906000, 72.18900000, 0.0125503885634
0.907000, 72.37300000, 0.0125322979564
0.908000, 72.55600000, 0.0125144715806
0.909000, 72.74000000, 0.0124965631015
0.910000, 72.92400000, 0.0124787449948
0.911000, 73.10700000, 0.0124611870272
0.912000, 73.29100000, 0.0124435469567
0.913000, 73.47500000, 0.0124259952365
0.914000, 73.65900000, 0.0124085312046
0.915000, 73.84300000, 0.0123911542055
0.916000, 74.02800000, 0.0123736964392
0.917000, 74.21200000, 0.0123564922115
0.918000, 74.39700000, 0.0123392072261
0.919000, 74.58100000, 0.0123221732077
0.920000, 74.76600000, 0.012305058449
0.921000, 74.95000000, 0.0122881921281
0.922000, 75.13500000, 0.0122712450922
0.923000, 75.32000000, 0.0122543813064
0.924000, 75.50500000, 0.0122376001589
0.925000, 75.69000000, 0.0122209010437
0.926000, 75.87600000, 0.0122041225157
0.927000, 76.06100000, 0.0121875862794
0.928000, 76.24600000, 0.0121711302888
0.929000, 76.43200000, 0.0121545949341
0.930000, 76.61700000, 0.0121382982889
0.931000, 76.80300000, 0.0121219223207
0.932000, 76.98900000, 0.012105625479
0.933000, 77.17500000, 0.0120894071914
0.934000, 77.36100000, 0.0120732668916
0.935000, 77.54700000, 0.0120572040182
0.936000, 77.73300000, 0.0120412180155
0.937000, 77.91900000, 0.012025308333
0.938000, 78.10500000, 0.0120094744255
0.939000, 78.29200000, 0.0119935625607
0.940000, 78.47800000, 0.0119778791508
0.941000, 78.66500000, 0.0119621178415
0.942000, 78.85200000, 0.011946431289
0.943000, 79.03800000, 0.0119309699132
0.944000, 79.22500000, 0.0119154307352
0.945000, 79.41200000, 0.0118999647408
0.946000, 79.59900000, 0.0118845714142
0.947000, 79.78600000, 0.0118692502444
0.948000, 79.97300000, 0.0118540007252
0.949000, 80.16100000, 0.0118386746672
0.950000, 80.34800000, 0.0118235674815
0.951000, 80.53500000, 0.0118085304526
0.952000, 80.72300000, 0.0117934169939
0.953000, 80.91000000, 0.0117785193425
0.954000, 81.09800000, 0.0117635453402
0.955000, 81.28600000, 0.0117486406023
0.956000, 81.47400000, 0.0117338046493
0.957000, 81.66200000, 0.0117190370062
0.958000, 81.85000000, 0.0117043372022
0.959000, 82.03800000, 0.011689704771
0.960000, 82.22600000, 0.0116751392504
0.961000, 82.41400000, 0.0116606401825
0.962000, 82.60300000, 0.0116460661235
0.963000, 82.79100000, 0.0116316990977
0.964000, 82.98000000, 0.0116172571704
0.965000, 83.16800000, 0.0116030203925
0.966000, 83.35700000, 0.0115887088067
0.967000, 83.54600000, 0.011574461973
0.968000, 83.73400000, 0.0115604175126
0.969000, 83.92300000, 0.0115462983926
0.970000, 84.11200000, 0.011532242724
0.971000, 84.30100000, 0.0115182500801
0.972000, 84.49000000, 0.0115043200379
0.973000, 84.68000000, 0.0114903164856
0.974000, 84.86900000, 0.0114765108579
0.975000, 85.05800000, 0.0114627665828
0.976000, 85.24800000, 0.0114489489489
0.977000, 85.43700000, 0.0114353266149
0.978000, 85.62700000, 0.0114216310276
0.979000, 85.81700000, 0.0114079960847
0.980000, 86.00600000, 0.0113945538683
0.981000, 86.19600000, 0.0113810385633
0.982000, 86.38600000, 0.0113675827102
0.983000, 86.57600000, 0.0113541859176
0.984000, 86.76600000, 0.0113408477975
0.985000, 86.95600000, 0.0113275679654
0.986000, 87.14600000, 0.01131434604
0.987000, 87.33700000, 0.0113010522459
0.988000, 87.52700000, 0.011287945434
0.989000, 87.71700000, 0.0112748954023
0.990000, 87.90800000, 0.0112617736725
0.991000, 88.09800000, 0.011248836523
0.992000, 88.28900000, 0.0112358277928
0.993000, 88.48000000, 0.011222875226
0.994000, 88.67000000, 0.0112101048833
0.995000, 88.86100000, 0.0111972631413
0.996000, 89.05200000, 0.0111844764856
0.997000, 89.24300000, 0.0111717445626
0.998000, 89.43400000, 0.0111590670215
0.999000, 89.62500000, 0.0111464435146
1.0000, 89.81600000, 0.0111338736973
1.0010, 90.00800000, 0.0111212336681
1.0020, 90.19900000, 0.0111087706072
1.0030, 90.39000000, 0.0110963602168
1.0040, 90.58200000, 0.0110838797995
1.0050, 90.77300000, 0.0110715741465
1.0060, 90.96500000, 0.0110591985929
1.0070, 91.15600000, 0.0110469963579
1.0080, 91.34800000, 0.0110347243508
1.0090, 91.54000000, 0.0110225038235
1.0100, 91.73200000, 0.0110103344525
1.0110, 91.92400000, 0.0109982159175
1.0120, 92.11600000, 0.0109861479005
1.0130, 92.30800000, 0.0109741300862
1.0140, 92.50000000, 0.0109621621622
1.0150, 92.69200000, 0.0109502438182
1.0160, 92.88400000, 0.010938374747
1.0170, 93.07600000, 0.0109265546435
1.0180, 93.26900000, 0.0109146661806
1.0190, 93.46100000, 0.0109029434737
1.0200, 93.65400000, 0.0108911525402
1.0210, 93.84600000, 0.010879526032
1.0220, 94.03900000, 0.0108678314316
1.0230, 94.23200000, 0.0108561847355
1.0240, 94.42400000, 0.0108447004999
1.0250, 94.61700000, 0.0108331483771
1.0260, 94.81000000, 0.0108216432866
1.0270, 95.00300000, 0.0108101849415
1.0280, 95.19600000, 0.0107987730577
1.0290, 95.38900000, 0.010787407353
1.0300, 95.58200000, 0.0107760875479
1.0310, 95.77500000, 0.0107648133647
1.0320, 95.96800000, 0.0107535845282
1.0330, 96.16200000, 0.0107422890539
1.0340, 96.35500000, 0.0107311504333
1.0350, 96.54800000, 0.010720056345
1.0360, 96.74200000, 0.010708895826
1.0370, 96.93500000, 0.0106978903389
1.0380, 97.12900000, 0.0106868185609
1.0390, 97.32200000, 0.0106759006186
1.0400, 97.51600000, 0.0106649165265
1.0410, 97.71000000, 0.0106539760516
1.0420, 97.90400000, 0.0106430789345
1.0430, 98.09700000, 0.0106323333028
1.0440, 98.29100000, 0.0106215218077
1.0450, 98.48500000, 0.0106107529065
1.0460, 98.67900000, 0.0106000263481
1.0470, 98.87300000, 0.010589341883
1.0480, 99.06700000, 0.0105786992641
1.0490, 99.26200000, 0.0105679917793
1.0500, 99.45600000, 0.0105574324324
1.0510, 99.65000000, 0.0105469141997
1.0520, 99.84400000, 0.0105364368415
1.0530, 100.03900000, 0.010525894901
1.0540, 100.23300000, 0.0105154988876
1.0550, 100.42800000, 0.0105050384355
1.0560, 100.62200000, 0.010494722824
1.0570, 100.81700000, 0.0104843429184
1.0580, 101.01200000, 0.0104740030887
1.0590, 101.20600000, 0.0104638064937
1.0600, 101.40100000, 0.010453545823
1.0610, 101.59600000, 0.0104433245403
1.0620, 101.79100000, 0.0104331424193
1.0630, 101.98600000, 0.0104229992352
1.0640, 102.18100000, 0.0104128947652
1.0650, 102.37600000, 0.010402828788
1.0660, 102.57100000, 0.0103928010841
1.0670, 102.76600000, 0.0103828114357
1.0680, 102.96100000, 0.0103728596265
1.0690, 103.15600000, 0.0103629454419
1.0700, 103.35100000, 0.0103530686689
1.0710, 103.54700000, 0.010343129207
1.0720, 103.74200000, 0.0103333269071
1.0730, 103.93700000, 0.0103235613881
1.0740, 104.13300000, 0.0103137333986
1.0750, 104.32800000, 0.0103040411011
1.0760, 104.52400000, 0.0102942864797
1.0770, 104.71900000, 0.0102846665839
1.0780, 104.91500000, 0.0102749845113
1.0790, 105.11100000, 0.0102653385469
1.0800, 105.30600000, 0.0102558258789
1.0810, 105.50200000, 0.0102462512559
1.0820, 105.69800000, 0.0102367121421
1.0830, 105.89400000, 0.0102272083404
1.0840, 106.09000000, 0.010217739655
1.0850, 106.28600000, 0.0102083058917
1.0860, 106.48200000, 0.0101989068575
1.0870, 106.67800000, 0.0101895423611
1.0880, 106.87400000, 0.0101802122125
1.0890, 107.07000000, 0.010170916223
1.0900, 107.26600000, 0.0101616542054
1.0910, 107.46200000, 0.0101524259738
1.0920, 107.65900000, 0.0101431371274
1.0930, 107.85500000, 0.0101339761717
1.0940, 108.05100000, 0.0101248484512
1.0950, 108.24800000, 0.0101156603355
1.0960, 108.44400000, 0.0101065987975
1.0970, 108.64000000, 0.0100975699558
1.0980, 108.83700000, 0.0100884809394
1.0990, 109.03400000, 0.0100794247666
1.1000, 109.23000000, 0.0100704934542
1.1010, 109.42700000, 0.0100615021887
1.1020, 109.62300000, 0.0100526349397
1.1030, 109.82000000, 0.0100437078856
1.1040, 110.01700000, 0.0100348128017
1.1050, 110.21400000, 0.0100259495164
1.1060, 110.41000000, 0.0100172085862
1.1070, 110.60700000, 0.0100084081478
1.1080, 110.80400000, 0.0099996390022
1.1090, 111.00100000, 0.00999090098287
1.1100, 111.19800000, 0.00998219392435
1.1110, 111.39500000, 0.00997351766237
1.1120, 111.59200000, 0.00996487203384
1.1130, 111.78900000, 0.00995625687679
1.1140, 111.98600000, 0.00994767203043
1.1150, 112.18400000, 0.0099390287385
1.1160, 112.38100000, 0.00993050426674
1.1170, 112.57800000, 0.00992200962888
1.1180, 112.77500000, 0.00991354466859
1.1190, 112.97300000, 0.00990502155382
1.1200, 113.17000000, 0.00989661571088
1.1210, 113.36700000, 0.00988823908192
1.1220, 113.56500000, 0.00987980451724
1.1230, 113.76200000, 0.00987148608498
1.1240, 113.96000000, 0.00986310986311
1.1250, 114.15700000, 0.00985484902371
1.1260, 114.35500000, 0.00984653054086
1.1270, 114.55300000, 0.0098382408143
1.1280, 114.75000000, 0.00983006535948
1.1290, 114.94800000, 0.00982183248077
1.1300, 115.14600000, 0.00981362791586
1.1310, 115.34300000, 0.00980553653018
1.1320, 115.54100000, 0.00979738794021
1.1330, 115.73900000, 0.00978926723058
1.1340, 115.93700000, 0.00978117425843
1.1350, 116.13500000, 0.0097731088819
1.1360, 116.33300000, 0.00976507096009
1.1370, 116.53000000, 0.00975714408307
1.1380, 116.72800000, 0.00974916044137
1.1390, 116.92600000, 0.00974120383833
1.1400, 117.12400000, 0.00973327413681
1.1410, 117.32300000, 0.00972528830664
1.1420, 117.52100000, 0.00971741220718
1.1430, 117.71900000, 0.00970956260247
1.1440, 117.91700000, 0.00970173935904
1.1450, 118.11500000, 0.00969394234433
1.1460, 118.31300000, 0.00968617142664
1.1470, 118.51200000, 0.00967834480896
1.1480, 118.71000000, 0.00967062589504
1.1490, 118.90800000, 0.00966293268746
1.1500, 119.10600000, 0.00965526505802
1.1510, 119.30500000, 0.00964754201417
1.1520, 119.50300000, 0.00963992535752
1.1530, 119.70200000, 0.00963225342935
1.1540, 119.90000000, 0.00962468723937
1.1550, 120.09900000, 0.00961706592062
1.1560, 120.29700000, 0.00960954969783
1.1570, 120.49600000, 0.00960197848891
1.1580, 120.69400000, 0.00959451174043
1.1590, 120.89300000, 0.00958699014831
1.1600, 121.09100000, 0.00957957238771
1.1610, 121.29000000, 0.0095720999258
1.1620, 121.48900000, 0.0095646519438
1.1630, 121.68700000, 0.00955730686105
1.1640, 121.88600000, 0.00954990729042
1.1650, 122.08500000, 0.00954253184257
1.1660, 122.28400000, 0.00953518039973
1.1670, 122.48200000, 0.00952793063471
1.1680, 122.68100000, 0.00952062666591
1.1690, 122.88000000, 0.00951334635417
1.1700, 123.07900000, 0.00950608958474
1.1710, 123.27800000, 0.00949885624361
1.1720, 123.47700000, 0.00949164621751
1.1730, 123.67600000, 0.0094844593939
1.1740, 123.87500000, 0.00947729566095
1.1750, 124.07400000, 0.00947015490756
1.1760, 124.27300000, 0.00946303702333
1.1770, 124.47200000, 0.00945594189858
1.1780, 124.67100000, 0.00944886942432
1.1790, 124.87000000, 0.00944181949227
1.1800, 125.06900000, 0.00943479199482
1.1810, 125.26800000, 0.00942778682505
1.1820, 125.46700000, 0.00942080387672
1.1830, 125.66600000, 0.00941384304426
1.1840, 125.86600000, 0.00940682948533
1.1850, 126.06500000, 0.00939991274343
1.1860, 126.26400000, 0.00939301780397
1.1870, 126.46300000, 0.00938614456402
1.1880, 126.66300000, 0.00937921887213
1.1890, 126.86200000, 0.00937238889502
1.1900, 127.06100000, 0.00936558031182
1.1910, 127.26100000, 0.00935871948201
1.1920, 127.46000000, 0.00935195355406
1.1930, 127.65900000, 0.00934520872011
1.1940, 127.85900000, 0.0093384118443
1.1950, 128.05800000, 0.00933170906933
1.1960, 128.25800000, 0.00932495438881
1.1970, 128.45700000, 0.00931829328102
1.1980, 128.65700000, 0.00931158040371
1.1990, 128.85600000, 0.00930496057615
1.2000, 129.05600000, 0.0092982891148
1.2010, 129.25500000, 0.00929171018529
1.2020, 129.45500000, 0.00928507975744
1.2030, 129.65400000, 0.00927854134851
1.2040, 129.85400000, 0.00927195157639
1.2050, 130.05400000, 0.00926538207206
1.2060, 130.25300000, 0.00925890382563
1.2070, 130.45300000, 0.00925237441837
1.2080, 130.65300000, 0.00924586500119
1.2090, 130.85200000, 0.00923944609177
1.2100, 131.05200000, 0.00923297622318
1.2110, 131.25200000, 0.00922652607198
1.2120, 131.45200000, 0.00922009554818
1.2130, 131.65100000, 0.00921375454801
1.2140, 131.85100000, 0.00920736285656
1.2150, 132.05100000, 0.00920099052639
1.2160, 132.25100000, 0.00919463746966
1.2170, 132.45100000, 0.00918830359907
1.2180, 132.65000000, 0.00918205804749
1.2190, 132.85000000, 0.00917576213775
1.2200, 133.05000000, 0.00916948515596
1.2210, 133.25000000, 0.00916322701689
1.2220, 133.45000000, 0.00915698763582
1.2230, 133.65000000, 0.00915076692854
1.2240, 133.85000000, 0.00914456481136
1.2250, 134.05000000, 0.00913838120104
1.2260, 134.25000000, 0.0091322160149
1.2270, 134.45000000, 0.0091260691707
1.2280, 134.65000000, 0.00911994058671
1.2290, 134.85000000, 0.00911383018168
1.2300, 135.05000000, 0.00910773787486
1.2310, 135.25000000, 0.00910166358595
1.2320, 135.45000000, 0.00909560723514
1.2330, 135.65000000, 0.00908956874309
1.2340, 135.85000000, 0.00908354803092
1.2350, 136.05000000, 0.00907754502021
1.2360, 136.25000000, 0.00907155963303
1.2370, 136.45000000, 0.00906559179187
1.2380, 136.65000000, 0.00905964141969
1.2390, 136.85000000, 0.0090537084399
1.2400, 137.05000000, 0.00904779277636
1.2410, 137.25100000, 0.00904182847484
1.2420, 137.45100000, 0.00903594735578
1.2430, 137.65100000, 0.00903008332667
1.2440, 137.85100000, 0.00902423631312
1.2450, 138.05100000, 0.00901840624117
1.2460, 138.25100000, 0.0090125930373
1.2470, 138.45200000, 0.00900673157484
1.2480, 138.65200000, 0.00900095202377
1.2490, 138.85200000, 0.00899518912223
1.2500, 139.05200000, 0.00898944279838
1.2510, 139.25300000, 0.00898364846718
1.2520, 139.45300000, 0.00897793521832
1.2530, 139.65300000, 0.00897223833358
1.2540, 139.85300000, 0.00896655774277
1.2550, 140.05400000, 0.00896082939438
1.2560, 140.25400000, 0.0089551813139
1.2570, 140.45400000, 0.00894954931864
1.2580, 140.65500000, 0.00894386975223
1.2590, 140.85500000, 0.00893826985198
1.2600, 141.05500000, 0.00893268583177
1.2610, 141.25600000, 0.00892705442601
1.2620, 141.45600000, 0.00892150209252
1.2630, 141.65600000, 0.0089159654374
1.2640, 141.85700000, 0.00891038158145
1.2650, 142.05700000, 0.00890487621166
1.2660, 142.25700000, 0.00889938632194
1.2670, 142.45800000, 0.00889384941527
1.2680, 142.65800000, 0.00888839041624
1.2690, 142.85900000, 0.0088828845225
1.2700, 143.05900000, 0.00887745615445
1.2710, 143.25900000, 0.0088720429432
1.2720, 143.46000000, 0.00886658301966
1.2730, 143.66000000, 0.00886120005569
1.2740, 143.86100000, 0.00885577050069
1.2750, 144.06100000, 0.00885041753146
1.2760, 144.26100000, 0.00884507940469
1.2770, 144.46200000, 0.00883969486785
1.2780, 144.66200000, 0.00883438636269
1.2790, 144.86300000, 0.00882903156776
1.2800, 145.06300000, 0.0088237524386
1.2810, 145.26400000, 0.00881842713955
1.2820, 145.46400000, 0.00881317714349
1.2830, 145.66500000, 0.00880788109704
1.2840, 145.86500000, 0.00880265999383
1.2850, 146.06600000, 0.00879739295935
1.2860, 146.26600000, 0.0087922005114
1.2870, 146.46600000, 0.00878702224407
1.2880, 146.66700000, 0.00878179822319
1.2890, 146.86700000, 0.00877664825999
1.2900, 147.06800000, 0.00877145266135
1.2910, 147.26800000, 0.00876633077111
1.2920, 147.46900000, 0.00876116336315
1.2930, 147.66900000, 0.00875606931719
1.2940, 147.87000000, 0.00875092987083
1.2950, 148.07000000, 0.00874586344297
1.2960, 148.27100000, 0.00874075173163
1.2970, 148.47100000, 0.0087357126981
1.2980, 148.67200000, 0.00873062849763
1.2990, 148.87200000, 0.00872561663711
1.3000, 149.07300000, 0.00872055972577
1.3010, 149.27400000, 0.00871551643287
1.3020, 149.47400000, 0.00871054497772
1.3030, 149.67500000, 0.0087055286454
1.3040, 149.87500000, 0.00870058381985
1.3050, 150.07600000, 0.00869559423226
1.3060, 150.27600000, 0.00869067582315
1.3070, 150.47700000, 0.00868571276674
1.3080, 150.67700000, 0.00868082056319
1.3090, 150.87800000, 0.00867588382667
1.3100, 151.07800000, 0.00867101762004
1.3110, 151.27900000, 0.00866610699436
1.3120, 151.47900000, 0.00866126657821
1.3130, 151.68000000, 0.00865638185654
1.3140, 151.88000000, 0.0086515670266
1.3150, 152.08100000, 0.00864670800429
1.3160, 152.28100000, 0.00864191855845
1.3170, 152.48200000, 0.00863708503299
1.3180, 152.68200000, 0.00863232077128
1.3190, 152.88300000, 0.00862751254227
1.3200, 153.08300000, 0.00862277326679
1.3210, 153.28400000, 0.00861799013596
1.3220, 153.48400000, 0.00861327565088
1.3230, 153.68500000, 0.008608517422
1.3240, 153.88500000, 0.00860382753355
1.3250, 154.08600000, 0.00859909401243
1.3260, 154.28600000, 0.00859442852884
1.3270, 154.48700000, 0.00858971952333
1.3280, 154.68700000, 0.0085850782548
1.3290, 154.88800000, 0.00858039357471
1.3300, 155.08800000, 0.00857577633344
1.3310, 155.28900000, 0.00857111579056
1.3320, 155.48900000, 0.00856652239065
1.3330, 155.69000000, 0.0085618857987
1.3340, 155.89000000, 0.00855731605619
1.3350, 156.09100000, 0.00855270323081
1.3360, 156.29100000, 0.00854815696361
1.3370, 156.49200000, 0.00854356772231
1.3380, 156.69200000, 0.00853904475021
1.3390, 156.89300000, 0.00853447891238
1.3400, 157.09300000, 0.00852997905699
1.3410, 157.29400000, 0.00852543644386
1.3420, 157.49400000, 0.00852095952862
1.3430, 157.69400000, 0.00851649396933
1.3440, 157.89500000, 0.00851198581336
1.3450, 158.09500000, 0.00850754293305
1.3460, 158.29600000, 0.00850305756305
1.3470, 158.49600000, 0.00849863718958
1.3480, 158.69700000, 0.00849417443304
1.3490, 158.89700000, 0.00848977639603
1.3500, 159.09700000, 0.00848538941652
1.3510, 159.29800000, 0.00848096021293
1.3520, 159.49800000, 0.00847659531781
1.3530, 159.69900000, 0.00847218830425
1.3540, 159.89900000, 0.00846784532736
1.3550, 160.09900000, 0.00846351320121
