units: volts, uamps, V/I (relative delay)
1.3560, 160.30000000, 0.00845913911416
1.3570, 160.50000000, 0.00845482866044
1.3580, 160.70000000, 0.00845052893591
1.3590, 160.90100000, 0.00844618740716
1.3600, 161.10100000, 0.00844190911292
1.3610, 161.30100000, 0.00843764142814
1.3620, 161.50200000, 0.00843333209496
1.3630, 161.70200000, 0.00842908560191
1.3640, 161.90200000, 0.00842484960038
1.3650, 162.10300000, 0.00842057210539
1.3660, 162.30300000, 0.00841635706056
1.3670, 162.50300000, 0.00841215239103
1.3680, 162.70300000, 0.00840795805855
1.3690, 162.90400000, 0.00840372243775
1.3700, 163.10400000, 0.00839954875417
1.3710, 163.30400000, 0.00839538529369
1.3720, 163.50400000, 0.00839123201879
1.3730, 163.70500000, 0.0083870376592
1.3740, 163.90500000, 0.0083829047314
1.3750, 164.10500000, 0.00837878187746
1.3760, 164.30500000, 0.00837466906059
1.3770, 164.50600000, 0.00837051536114
1.3780, 164.70600000, 0.00836642259541
1.3790, 164.90600000, 0.0083623397572
1.3800, 165.10600000, 0.00835826681041
1.3810, 165.30600000, 0.00835420371916
1.3820, 165.50600000, 0.00835015044772
1.3830, 165.70700000, 0.00834605659387
1.3840, 165.90700000, 0.00834202294056
1.3850, 166.10700000, 0.00833799900064
1.3860, 166.30700000, 0.00833398473907
1.3870, 166.50700000, 0.00832998012096
1.3880, 166.70700000, 0.0083259851116
1.3890, 166.90700000, 0.00832199967647
1.3900, 167.10700000, 0.00831802378117
1.3910, 167.30700000, 0.0083140573915
1.3920, 167.50700000, 0.00831010047341
1.3930, 167.70700000, 0.00830615299302
1.3940, 167.90700000, 0.00830221491659
1.3950, 168.10700000, 0.00829828621057
1.3960, 168.30700000, 0.00829436684155
1.3970, 168.50700000, 0.00829045677628
1.3980, 168.70700000, 0.00828655598167
1.3990, 168.90700000, 0.0082826644248
1.4000, 169.10700000, 0.00827878207289
1.4010, 169.30700000, 0.00827490889331
1.4020, 169.50700000, 0.0082710448536
1.4030, 169.70700000, 0.00826718992145
1.4040, 169.90700000, 0.00826334406469
1.4050, 170.10700000, 0.00825950725132
1.4060, 170.30700000, 0.00825567944946
1.4070, 170.50600000, 0.00825190902373
1.4080, 170.70600000, 0.00824809907092
1.4090, 170.90600000, 0.00824429803518
1.4100, 171.10600000, 0.00824050588524
1.4110, 171.30600000, 0.00823672258999
1.4120, 171.50600000, 0.00823294811843
1.4130, 171.70500000, 0.00822923036603
1.4140, 171.90500000, 0.00822547337192
1.4150, 172.10500000, 0.00822172510967
1.4160, 172.30500000, 0.00821798554888
1.4170, 172.50400000, 0.00821430227705
1.4180, 172.70400000, 0.00821057995183
1.4190, 172.90400000, 0.00820686623791
1.4200, 173.10300000, 0.00820320849436
1.4210, 173.30300000, 0.00819951183765
1.4220, 173.50300000, 0.00819582370334
1.4230, 173.70200000, 0.00819219122405
1.4240, 173.90200000, 0.00818851997102
1.4250, 174.10200000, 0.0081848571527
1.4260, 174.30100000, 0.00818124967728
1.4270, 174.50100000, 0.00817760356674
1.4280, 174.70000000, 0.00817401259302
1.4290, 174.90000000, 0.00817038307604
1.4300, 175.09900000, 0.0081668084912
1.4310, 175.29900000, 0.00816319545462
1.4320, 175.49800000, 0.00815963714686
1.4330, 175.69800000, 0.00815604047855
1.4340, 175.89700000, 0.0081524983371
1.4350, 176.09700000, 0.00814891792592
1.4360, 176.29600000, 0.00814539184099
1.4370, 176.49600000, 0.00814182757683
1.4380, 176.69500000, 0.00813831743966
1.4390, 176.89400000, 0.00813481520006
1.4400, 177.09400000, 0.00813127491615
1.4410, 177.29300000, 0.00812778846317
1.4420, 177.49200000, 0.00812430982805
1.4430, 177.69200000, 0.00812079328276
1.4440, 177.89100000, 0.00811733027528
1.4450, 178.09000000, 0.00811387500702
1.4460, 178.28900000, 0.00811042745206
1.4470, 178.48900000, 0.0081069421645
1.4480, 178.68800000, 0.00810351002865
1.4490, 178.88700000, 0.00810008552885
1.4500, 179.08600000, 0.00809666863965
1.4510, 179.28500000, 0.00809325933569
1.4520, 179.48500000, 0.00808981251915
1.4530, 179.68400000, 0.00808641837893
1.4540, 179.88300000, 0.00808303174841
1.4550, 180.08200000, 0.0080796526027
1.4560, 180.28100000, 0.00807628091701
1.4570, 180.48000000, 0.00807291666667
1.4580, 180.67900000, 0.0080695598271
1.4590, 180.87800000, 0.00806621037384
1.4600, 181.07700000, 0.00806286828255
1.4610, 181.27600000, 0.00805953352898
1.4620, 181.47500000, 0.00805620608899
1.4630, 181.67400000, 0.00805288593855
1.4640, 181.87300000, 0.00804957305372
1.4650, 182.07200000, 0.00804626741069
1.4660, 182.27100000, 0.00804296898574
1.4670, 182.47000000, 0.00803967775525
1.4680, 182.66800000, 0.00803643769024
1.4690, 182.86700000, 0.00803316071243
1.4700, 183.06600000, 0.00802989085903
1.4710, 183.26500000, 0.00802662810684
1.4720, 183.46400000, 0.00802337243274
1.4730, 183.66200000, 0.00802016748157
1.4740, 183.86100000, 0.00801692582984
1.4750, 184.06000000, 0.00801369118766
1.4760, 184.25800000, 0.00801050700648
1.4770, 184.45700000, 0.008007286251
1.4780, 184.65600000, 0.0080040724374
1.4790, 184.85400000, 0.00800090882534
1.4800, 185.05300000, 0.00799770876452
1.4810, 185.25200000, 0.00799451557878
1.4820, 185.45000000, 0.00799137233756
1.4830, 185.64900000, 0.00798819277238
1.4840, 185.84700000, 0.00798506298192
1.4850, 186.04600000, 0.00798189695022
1.4860, 186.24400000, 0.00797878052447
1.4870, 186.44300000, 0.00797562793991
1.4880, 186.64100000, 0.00797252479359
1.4890, 186.83900000, 0.0079694282243
1.4900, 187.03800000, 0.00796629561907
1.4910, 187.23600000, 0.00796321220278
1.4920, 187.43400000, 0.00796013530096
1.4930, 187.63300000, 0.00795702248538
1.4940, 187.83100000, 0.00795395861173
1.4950, 188.02900000, 0.00795090119077
1.4960, 188.22800000, 0.00794780797756
1.4970, 188.42600000, 0.00794476346152
1.4980, 188.62400000, 0.00794172533718
1.4990, 188.82200000, 0.00793869358443
1.5000, 189.02000000, 0.00793566818326
1.5010, 189.21800000, 0.00793264911372
1.5020, 189.41700000, 0.00792959449257
1.5030, 189.61500000, 0.00792658808639
1.5040, 189.81300000, 0.00792358795235
1.5050, 190.01100000, 0.00792059407087
1.5060, 190.20900000, 0.00791760642241
1.5070, 190.40700000, 0.00791462498753
1.5080, 190.60500000, 0.00791164974686
1.5090, 190.80300000, 0.00790868068112
1.5100, 191.00100000, 0.00790571777111
1.5110, 191.19800000, 0.00790280233057
1.5120, 191.39600000, 0.00789985161654
1.5130, 191.59400000, 0.00789690700126
1.5140, 191.79200000, 0.00789396846584
1.5150, 191.99000000, 0.00789103599146
1.5160, 192.18800000, 0.00788810955939
1.5170, 192.38500000, 0.00788523013748
1.5180, 192.58300000, 0.00788231567688
1.5190, 192.78100000, 0.00787940720299
1.5200, 192.97800000, 0.00787654551296
1.5210, 193.17600000, 0.00787364890048
1.5220, 193.37400000, 0.00787075821982
1.5230, 193.57100000, 0.0078679140987
1.5240, 193.76900000, 0.00786503517074
1.5250, 193.96600000, 0.00786220265407
1.5260, 194.16400000, 0.00785933540718
1.5270, 194.36100000, 0.00785651442419
1.5280, 194.55900000, 0.00785365878731
1.5290, 194.75600000, 0.0078508492678
1.5300, 194.95400000, 0.00784800517045
1.5310, 195.15100000, 0.0078452070448
1.5320, 195.34800000, 0.00784241456273
1.5330, 195.54600000, 0.00783958761621
1.5340, 195.74300000, 0.00783680642475
1.5350, 195.94000000, 0.00783403082576
1.5360, 196.13800000, 0.0078312208751
1.5370, 196.33500000, 0.00782845646472
1.5380, 196.53200000, 0.00782569759632
1.5390, 196.72900000, 0.00782294425326
1.5400, 196.92600000, 0.00782019641896
1.5410, 197.12400000, 0.00781741441935
1.5420, 197.32100000, 0.00781467760654
1.5430, 197.51800000, 0.007811946253
1.5440, 197.71500000, 0.00780922034241
1.5450, 197.91200000, 0.00780649985852
1.5460, 198.10900000, 0.00780378478514
1.5470, 198.30600000, 0.00780107510615
1.5480, 198.50300000, 0.00779837080548
1.5490, 198.70000000, 0.00779567186714
1.5500, 198.89700000, 0.00779297827519
1.5510, 199.09300000, 0.00779032914266
1.5520, 199.29000000, 0.00778764614381
1.5530, 199.48700000, 0.00778496844406
1.5540, 199.68400000, 0.00778229602772
1.5550, 199.88100000, 0.00777962887918
1.5560, 200.07700000, 0.00777700585275
1.5570, 200.27400000, 0.00777434914168
1.5580, 200.47100000, 0.00777169765203
1.5590, 200.66700000, 0.00776909008457
1.5600, 200.86400000, 0.00776644894058
1.5610, 201.06000000, 0.00776385158659
1.5620, 201.25700000, 0.00776122072773
1.5630, 201.45300000, 0.00775863352742
1.5640, 201.65000000, 0.00775601289363
1.5650, 201.84600000, 0.00775343578768
1.5660, 202.04300000, 0.00775082531936
1.5670, 202.23900000, 0.0077482582489
1.5680, 202.43600000, 0.00774565788694
1.5690, 202.63200000, 0.00774310079356
1.5700, 202.82800000, 0.0077405486422
1.5710, 203.02500000, 0.00773796330501
1.5720, 203.22100000, 0.00773542104409
1.5730, 203.41700000, 0.00773288368229
1.5740, 203.61300000, 0.00773035120547
1.5750, 203.80900000, 0.00772782359955
1.5760, 204.00500000, 0.00772530085047
1.5770, 204.20200000, 0.00772274512493
1.5780, 204.39800000, 0.0077202320962
1.5790, 204.59400000, 0.00771772388242
1.5800, 204.79000000, 0.00771522046975
1.5810, 204.98600000, 0.00771272184442
1.5820, 205.18200000, 0.00771022799271
1.5830, 205.37800000, 0.00770773890095
1.5840, 205.57300000, 0.00770529203738
1.5850, 205.76900000, 0.00770281237699
1.5860, 205.96500000, 0.00770033743597
1.5870, 206.16100000, 0.00769786720088
1.5880, 206.35700000, 0.00769540165829
1.5890, 206.55200000, 0.00769297803943
1.5900, 206.74800000, 0.00769052179465
1.5910, 206.94400000, 0.00768807020257
1.5920, 207.14000000, 0.00768562324998
1.5930, 207.33500000, 0.00768321798056
1.5940, 207.53100000, 0.00768078022079
1.5950, 207.72600000, 0.00767838402511
1.5960, 207.92200000, 0.00767595540635
1.5970, 208.11700000, 0.00767356823325
1.5980, 208.31300000, 0.00767114870411
1.5990, 208.50800000, 0.00766877050281
1.6000, 208.70400000, 0.00766636001227
1.6010, 208.89900000, 0.00766399073236
1.6020, 209.09400000, 0.00766162587162
1.6030, 209.29000000, 0.00765922882125
1.6040, 209.48500000, 0.00765687280712
1.6050, 209.68000000, 0.00765452117512
1.6060, 209.87500000, 0.00765217391304
1.6070, 210.07000000, 0.00764983100871
1.6080, 210.26600000, 0.00764745607944
1.6090, 210.46100000, 0.00764512189907
1.6100, 210.65600000, 0.0076427920401
1.6110, 210.85100000, 0.00764046649055
1.6120, 211.04600000, 0.00763814523848
1.6130, 211.24100000, 0.00763582827197
1.6140, 211.43600000, 0.00763351557918
1.6150, 211.63100000, 0.00763120714829
1.6160, 211.82600000, 0.00762890296753
1.6170, 212.02000000, 0.00762663899632
1.6180, 212.21500000, 0.00762434323681
1.6190, 212.41000000, 0.00762205169248
1.6200, 212.60500000, 0.00761976435173
1.6210, 212.79900000, 0.00761751699961
1.6220, 212.99400000, 0.00761523798792
1.6230, 213.18900000, 0.00761296314538
1.6240, 213.38300000, 0.00761072812736
1.6250, 213.57800000, 0.00760846154566
1.6260, 213.77300000, 0.00760619909904
1.6270, 213.96700000, 0.0076039763141
1.6280, 214.16200000, 0.00760172206087
1.6290, 214.35600000, 0.00759950736159
1.6300, 214.55000000, 0.00759729666744
1.6310, 214.74500000, 0.00759505459964
1.6320, 214.93900000, 0.00759285192543
1.6330, 215.13300000, 0.00759065322382
1.6340, 215.32800000, 0.00758842324268
1.6350, 215.52200000, 0.00758623249599
1.6360, 215.71600000, 0.0075840456897
1.6370, 215.91000000, 0.00758186281321
1.6380, 216.10500000, 0.00757964878184
1.6390, 216.29900000, 0.00757747377473
1.6400, 216.49300000, 0.00757530266568
1.6410, 216.68700000, 0.00757313544421
1.6420, 216.88100000, 0.00757097209991
1.6430, 217.07500000, 0.00756881262237
1.6440, 217.26900000, 0.00756665700123
1.6450, 217.46300000, 0.00756450522618
1.6460, 217.65600000, 0.00756239203146
1.6470, 217.85000000, 0.00756024787698
1.6480, 218.04400000, 0.00755810753793
1.6490, 218.23800000, 0.00755597100413
1.6500, 218.43200000, 0.00755383826546
1.6510, 218.62500000, 0.00755174385363
1.6520, 218.81900000, 0.00754961863458
1.6530, 219.01300000, 0.00754749718053
1.6540, 219.20600000, 0.0075454139029
1.6550, 219.40000000, 0.00754329990884
1.6560, 219.59300000, 0.00754122399166
1.6570, 219.78700000, 0.00753911741823
1.6580, 219.98000000, 0.00753704882262
1.6590, 220.17300000, 0.00753498385361
1.6600, 220.36700000, 0.00753288831812
1.6610, 220.56000000, 0.00753083061299
1.6620, 220.75400000, 0.00752874240104
1.6630, 220.94700000, 0.00752669192159
1.6640, 221.14000000, 0.00752464502125
1.6650, 221.33300000, 0.00752260169067
1.6660, 221.52600000, 0.0075205619205
1.6670, 221.71900000, 0.00751852570145
1.6680, 221.91300000, 0.00751645915291
1.6690, 222.10600000, 0.00751443004691
1.6700, 222.29900000, 0.00751240446426
1.6710, 222.49200000, 0.00751038239577
1.6720, 222.68500000, 0.00750836383232
1.6730, 222.87700000, 0.00750638244413
1.6740, 223.07000000, 0.0075043708253
1.6750, 223.26300000, 0.00750236268437
1.6760, 223.45600000, 0.00750035801232
1.6770, 223.64900000, 0.00749835680016
1.6780, 223.84100000, 0.00749639252863
1.6790, 224.03400000, 0.00749439817171
1.6800, 224.22700000, 0.00749240724801
1.6810, 224.41900000, 0.00749045312563
1.6820, 224.61200000, 0.00748846900433
1.6830, 224.80400000, 0.00748652159214
1.6840, 224.99700000, 0.00748454423837
1.6850, 225.18900000, 0.00748260350195
1.6860, 225.38200000, 0.00748063288106
1.6870, 225.57400000, 0.00747869878621
1.6880, 225.76600000, 0.00747676798101
1.6890, 225.95900000, 0.00747480737656
1.6900, 226.15100000, 0.00747288316214
1.6910, 226.34300000, 0.00747096221222
1.6920, 226.53600000, 0.00746901154783
1.6930, 226.72800000, 0.00746709713842
1.6940, 226.92000000, 0.00746518596862
1.6950, 227.11200000, 0.00746327803022
1.6960, 227.30400000, 0.00746137331503
1.6970, 227.49600000, 0.00745947181489
1.6980, 227.68800000, 0.00745757352166
1.6990, 227.88000000, 0.00745567842724
1.7000, 228.07200000, 0.00745378652355
1.7010, 228.26400000, 0.00745189780254
1.7020, 228.45500000, 0.0074500448666
1.7030, 228.64700000, 0.00744816245129
1.7040, 228.83900000, 0.00744628319474
1.7050, 229.03100000, 0.007444407089
1.7060, 229.22200000, 0.00744256659483
1.7070, 229.41400000, 0.00744069673167
1.7080, 229.60500000, 0.00743886239411
1.7090, 229.79700000, 0.00743699874237
1.7100, 229.98800000, 0.00743517053064
1.7110, 230.18000000, 0.00743331305934
1.7120, 230.37100000, 0.00743149094287
1.7130, 230.56300000, 0.00742963962127
1.7140, 230.75400000, 0.00742782356969
1.7150, 230.94500000, 0.00742601052199
1.7160, 231.13700000, 0.00742416835037
1.7170, 231.32800000, 0.00742236132245
1.7180, 231.51900000, 0.00742055727608
1.7190, 231.71000000, 0.00741875620388
1.7200, 231.90100000, 0.0074169580985
1.7210, 232.09200000, 0.00741516295262
1.7220, 232.28400000, 0.00741333884383
1.7230, 232.47500000, 0.00741154962899
1.7240, 232.66500000, 0.00740979519911
1.7250, 232.85600000, 0.00740801181846
1.7260, 233.04700000, 0.00740623136106
1.7270, 233.23800000, 0.0074044538197
1.7280, 233.42900000, 0.00740267918725
1.7290, 233.62000000, 0.00740090745655
1.7300, 233.81000000, 0.00739917026646
1.7310, 234.00100000, 0.0073974042846
1.7320, 234.19200000, 0.0073956411833
1.7330, 234.38200000, 0.00739391250181
1.7340, 234.57300000, 0.00739215510737
1.7350, 234.76300000, 0.00739043205275
1.7360, 234.95400000, 0.00738868033743
1.7370, 235.14400000, 0.00738696288232
1.7380, 235.33500000, 0.00738521681858
1.7390, 235.52500000, 0.00738350493578
1.7400, 235.71500000, 0.00738179581274
1.7410, 235.90600000, 0.00738005815876
1.7420, 236.09600000, 0.00737835456763
1.7430, 236.28600000, 0.00737665371626
1.7440, 236.47600000, 0.00737495559803
1.7450, 236.66600000, 0.00737326020637
1.7460, 236.85600000, 0.0073715675347
1.7470, 237.04600000, 0.0073698775765
1.7480, 237.23600000, 0.00736819032525
1.7490, 237.42600000, 0.00736650577443
1.7500, 237.61600000, 0.00736482391758
1.7510, 237.80600000, 0.00736314474824
1.7520, 237.99600000, 0.00736146825997
1.7530, 238.18600000, 0.00735979444636
1.7540, 238.37600000, 0.007358123301
1.7550, 238.56500000, 0.00735648565381
1.7560, 238.75500000, 0.00735481979435
1.7570, 238.94500000, 0.00735315658415
1.7580, 239.13400000, 0.00735152675906
1.7590, 239.32400000, 0.00734986879711
1.7600, 239.51300000, 0.00734824414541
1.7610, 239.70300000, 0.00734659140687
1.7620, 239.89200000, 0.00734497190402
1.7630, 240.08100000, 0.00734335495104
1.7640, 240.27100000, 0.00734170998581
1.7650, 240.46000000, 0.00734009814522
1.7660, 240.64900000, 0.00733848883644
1.7670, 240.83900000, 0.00733685158965
1.7680, 241.02800000, 0.00733524735715
1.7690, 241.21700000, 0.00733364563857
1.7700, 241.40600000, 0.00733204642801
1.7710, 241.59500000, 0.00733044971957
1.7720, 241.78400000, 0.0073288555074
1.7730, 241.97300000, 0.00732726378563
1.7740, 242.16200000, 0.00732567454844
1.7750, 242.35100000, 0.00732408779002
1.7760, 242.54000000, 0.00732250350458
1.7770, 242.72800000, 0.00732095184734
1.7780, 242.91700000, 0.00731937246055
1.7790, 243.10600000, 0.00731779552952
1.7800, 243.29400000, 0.00731625112004
1.7810, 243.48300000, 0.00731467905357
1.7820, 243.67200000, 0.00731310942579
1.7830, 243.86000000, 0.00731157221357
1.7840, 244.04900000, 0.00731000741654
1.7850, 244.23700000, 0.00730847496489
1.7860, 244.42600000, 0.00730691497631
1.7870, 244.61400000, 0.0073053872632
1.7880, 244.80200000, 0.00730386189655
1.7890, 244.99100000, 0.00730230906441
1.7900, 245.17900000, 0.00730078840357
1.7910, 245.36700000, 0.00729927007299
1.7920, 245.55500000, 0.00729775406732
1.7930, 245.74300000, 0.00729624038121
1.7940, 245.93100000, 0.00729472900936
1.7950, 246.11900000, 0.00729321994645
1.7960, 246.30700000, 0.0072917131872
1.7970, 246.49500000, 0.00729020872634
1.7980, 246.68300000, 0.00728870655862
1.7990, 246.87100000, 0.00728720667879
1.8000, 247.05900000, 0.00728570908164
1.8010, 247.24700000, 0.00728421376195
1.8020, 247.43400000, 0.00728275014751
1.8030, 247.62200000, 0.00728125933883
1.8040, 247.81000000, 0.00727977079214
1.8050, 247.99700000, 0.00727831385057
1.8060, 248.18500000, 0.00727682978423
1.8070, 248.37200000, 0.0072753772567
1.8080, 248.56000000, 0.00727389765047
1.8090, 248.74700000, 0.00727244951698
1.8100, 248.93500000, 0.00727097435073
1.8110, 249.12200000, 0.00726953059144
1.8120, 249.30900000, 0.00726808899799
1.8130, 249.49600000, 0.00726664956552
1.8140, 249.68400000, 0.00726518319155
1.8150, 249.87100000, 0.00726374809402
1.8160, 250.05800000, 0.00726231514289
1.8170, 250.24500000, 0.00726088433335
1.8180, 250.43200000, 0.00725945566062
1.8190, 250.61900000, 0.0072580291199
1.8200, 250.80600000, 0.00725660470643
1.8210, 250.99300000, 0.00725518241545
1.8220, 251.18000000, 0.00725376224222
1.8230, 251.36600000, 0.00725237303374
1.8240, 251.55300000, 0.00725095705478
1.8250, 251.74000000, 0.00724954317947
1.8260, 251.92700000, 0.00724813140314
1.8270, 252.11300000, 0.00724675046507
1.8280, 252.30000000, 0.00724534284582
1.8290, 252.48600000, 0.00724396600208
1.8300, 252.67300000, 0.00724256252152
1.8310, 252.85900000, 0.00724118975397
1.8320, 253.04600000, 0.00723979039384
1.8330, 253.23200000, 0.00723842168446
1.8340, 253.41800000, 0.00723705498426
1.8350, 253.60500000, 0.00723566175746
1.8360, 253.79100000, 0.00723429908862
1.8370, 253.97700000, 0.00723293841568
1.8380, 254.16300000, 0.00723157973427
1.8390, 254.34900000, 0.00723022304
1.8400, 254.53500000, 0.00722886832852
1.8410, 254.72100000, 0.00722751559549
1.8420, 254.90700000, 0.00722616483659
1.8430, 255.09300000, 0.00722481604748
1.8440, 255.27900000, 0.00722346922387
1.8450, 255.46500000, 0.00722212436146
1.8460, 255.65100000, 0.00722078145597
1.8470, 255.83600000, 0.00721946872215
1.8480, 256.02200000, 0.00721812969198
1.8490, 256.20800000, 0.00721679260601
1.8500, 256.39300000, 0.00721548560218
1.8510, 256.57900000, 0.00721415236633
1.8520, 256.76400000, 0.00721284915331
1.8530, 256.95000000, 0.00721151975092
1.8540, 257.13500000, 0.00721022031229
1.8550, 257.32100000, 0.00720889472682
1.8560, 257.50600000, 0.00720759904624
1.8570, 257.69100000, 0.00720630522603
1.8580, 257.87700000, 0.00720498532246
1.8590, 258.06200000, 0.00720369523603
1.8600, 258.24700000, 0.00720240699795
1.8610, 258.43200000, 0.00720112060426
1.8620, 258.61700000, 0.00719983605099
1.8630, 258.80200000, 0.00719855333421
1.8640, 258.98700000, 0.00719727244997
1.8650, 259.17200000, 0.00719599339435
1.8660, 259.35700000, 0.00719471616343
1.8670, 259.54200000, 0.00719344075333
1.8680, 259.72600000, 0.0071921948515
1.8690, 259.91100000, 0.00719092304674
1.8700, 260.09600000, 0.00718965305118
1.8710, 260.28100000, 0.00718838486098
1.8720, 260.46500000, 0.00718714606569
1.8730, 260.65000000, 0.00718588145022
1.8740, 260.83400000, 0.00718464617343
1.8750, 261.01900000, 0.00718338511756
1.8760, 261.20300000, 0.00718215334433
1.8770, 261.38700000, 0.00718092330529
1.8780, 261.57200000, 0.00717966754851
1.8790, 261.75600000, 0.00717844099085
1.8800, 261.94000000, 0.00717721615637
1.8810, 262.12400000, 0.00717599304146
1.8820, 262.30900000, 0.00717474429013
1.8830, 262.49300000, 0.00717352462732
1.8840, 262.67700000, 0.00717230667321
1.8850, 262.86100000, 0.00717109042422
1.8860, 263.04500000, 0.00716987587675
1.8870, 263.22900000, 0.00716866302725
1.8880, 263.41300000, 0.00716745187216
1.8890, 263.59600000, 0.00716626959438
1.8900, 263.78000000, 0.00716506179392
1.8910, 263.96400000, 0.00716385567729
1.8920, 264.14700000, 0.00716267835713
1.8930, 264.33100000, 0.00716147557419
1.8940, 264.51500000, 0.00716027446459
1.8950, 264.69800000, 0.00715910207104
1.8960, 264.88200000, 0.00715790427436
1.8970, 265.06500000, 0.00715673514044
1.8980, 265.24900000, 0.00715554064294
1.8990, 265.43200000, 0.00715437475512
1.9000, 265.61500000, 0.00715321047381
1.9010, 265.79800000, 0.00715204779569
1.9020, 265.98200000, 0.00715085983262
1.9030, 266.16500000, 0.00714970037383
1.9040, 266.34800000, 0.0071485425083
1.9050, 266.53100000, 0.00714738623275
1.9060, 266.71400000, 0.0071462315439
1.9070, 266.89700000, 0.0071450784385
1.9080, 267.08000000, 0.00714392691328
1.9090, 267.26300000, 0.00714277696501
1.9100, 267.44600000, 0.00714162859044
1.9110, 267.62800000, 0.00714050846698
1.9120, 267.81100000, 0.00713936320764
1.9130, 267.99400000, 0.00713821951238
1.9140, 268.17700000, 0.007137077378
1.9150, 268.35900000, 0.00713596339232
1.9160, 268.54200000, 0.00713482434777
1.9170, 268.72400000, 0.00713371340111
1.9180, 268.90700000, 0.00713257743383
1.9190, 269.08900000, 0.0071314695138
1.9200, 269.27100000, 0.00713036309146
1.9210, 269.45400000, 0.0071292317056
1.9220, 269.63600000, 0.00712812829147
1.9230, 269.81800000, 0.00712702636592
1.9240, 270.00000000, 0.00712592592593
1.9250, 270.18300000, 0.00712480059811
1.9260, 270.36500000, 0.00712370314205
1.9270, 270.54700000, 0.00712260716253
1.9280, 270.72900000, 0.00712151265657
1.9290, 270.91100000, 0.0071204196212
1.9300, 271.09200000, 0.00711935431514
1.9310, 271.27400000, 0.00711826419045
1.9320, 271.45600000, 0.00711717552753
1.9330, 271.63800000, 0.00711608832343
1.9340, 271.82000000, 0.00711500257523
1.9350, 272.00100000, 0.00711394443403
1.9360, 272.18300000, 0.0071128615674
1.9370, 272.36400000, 0.00711180625927
1.9380, 272.54600000, 0.00711072626272
1.9390, 272.72700000, 0.00710967377634
1.9400, 272.90900000, 0.00710859663844
1.9410, 273.09000000, 0.00710754696254
1.9420, 273.27100000, 0.00710649867714
1.9430, 273.45300000, 0.00710542579529
1.9440, 273.63400000, 0.00710438030362
1.9450, 273.81500000, 0.00710333619415
1.9460, 273.99600000, 0.00710229346414
1.9470, 274.17700000, 0.00710125211086
1.9480, 274.35800000, 0.00710021213159
1.9490, 274.53900000, 0.00709917352362
1.9500, 274.72000000, 0.00709813628422
1.9510, 274.90100000, 0.00709710041069
1.9520, 275.08200000, 0.00709606590035
1.9530, 275.26300000, 0.0070950327505
1.9540, 275.44300000, 0.00709402671333
1.9550, 275.62400000, 0.00709299625577
1.9560, 275.80500000, 0.0070919671507
1.9570, 275.98500000, 0.00709096508868
1.9580, 276.16600000, 0.00708993866008
1.9590, 276.34600000, 0.00708893922836
1.9600, 276.52700000, 0.00708791546576
1.9610, 276.70700000, 0.00708691865403
1.9620, 276.88800000, 0.00708589754702
1.9630, 277.06800000, 0.00708490334503
1.9640, 277.24800000, 0.00708391043398
1.9650, 277.42800000, 0.00708291881137
1.9660, 277.60900000, 0.00708190296424
1.9670, 277.78900000, 0.00708091393108
1.9680, 277.96900000, 0.00707992617882
1.9690, 278.14900000, 0.00707893970498
1.9700, 278.32900000, 0.00707795450708
1.9710, 278.50900000, 0.00707697058264
1.9720, 278.68900000, 0.0070759879292
1.9730, 278.86800000, 0.00707503191474
1.9740, 279.04800000, 0.00707405177604
1.9750, 279.22800000, 0.007073072901
1.9760, 279.40800000, 0.00707209528718
1.9770, 279.58700000, 0.00707114422344
1.9780, 279.76700000, 0.00707016910501
1.9790, 279.94600000, 0.00706922049252
1.9800, 280.12600000, 0.00706824785989
1.9810, 280.30500000, 0.00706730168923
1.9820, 280.48500000, 0.00706633153288
1.9830, 280.66400000, 0.00706538779466
1.9840, 280.84300000, 0.00706444525945
1.9850, 281.02200000, 0.00706350392496
1.9860, 281.20200000, 0.00706253867327
1.9870, 281.38100000, 0.00706159975265
1.9880, 281.56000000, 0.00706066202586
1.9890, 281.73900000, 0.00705972549061
1.9900, 281.91800000, 0.00705879014465
1.9910, 282.09700000, 0.00705785598571
1.9920, 282.27600000, 0.00705692301152
1.9930, 282.45400000, 0.00705601620087
1.9940, 282.63300000, 0.00705508557033
1.9950, 282.81200000, 0.00705415611785
1.9960, 282.99100000, 0.00705322784117
1.9970, 283.16900000, 0.00705232564299
1.9980, 283.34800000, 0.00705139969225
1.9990, 283.52700000, 0.00705047491068
2.0000, 283.70500000, 0.00704957614423
2.0010, 283.88300000, 0.00704867850488
2.0020, 284.06200000, 0.00704775717977
2.0030, 284.24000000, 0.00704686180692
2.0040, 284.41900000, 0.0070459427816
2.0050, 284.59700000, 0.00704504966672
2.0060, 284.77500000, 0.00704415766833
2.0070, 284.95300000, 0.00704326678435
2.0080, 285.13100000, 0.00704237701267
2.0090, 285.30900000, 0.00704148835123
2.0100, 285.48700000, 0.00704060079793
2.0110, 285.66500000, 0.00703971435073
2.0120, 285.84300000, 0.00703882900753
2.0130, 286.02100000, 0.00703794476629
2.0140, 286.19900000, 0.00703706162495
2.0150, 286.37700000, 0.00703617958146
2.0160, 286.55400000, 0.00703532318516
2.0170, 286.73200000, 0.00703444331292
2.0180, 286.91000000, 0.00703356453243
2.0190, 287.08700000, 0.00703271133837
2.0200, 287.26500000, 0.00703183471707
2.0210, 287.44200000, 0.00703098364192
