M,N,K,l1_tile_M,l1_tile_N,l1_tile_K,l1_loop_order,l0_M_tiling_factor,l0_N_tiling_factor,l0_K_tiling_factor,dataflow,cycle_count
1024,512,2048,32,32,512,knm,1,2,2,os,11982
1024,512,2048,32,32,512,knm,2,1,2,os,11982
1024,512,2048,32,32,512,knm,2,2,1,os,11374
1024,512,2048,32,32,512,knm,1,1,4,os,13198
1024,512,2048,32,32,512,knm,1,4,1,os,20171
1024,512,2048,32,32,256,knm,4,1,1,os,23550
1024,512,2048,32,32,256,knm,1,2,2,os,13898
1024,512,2048,32,32,256,knm,2,1,2,os,13898
1024,512,2048,32,32,256,knm,2,2,1,os,12682
1024,512,2048,32,32,256,knm,1,1,4,os,16330
1024,512,2048,32,32,256,knm,1,4,1,os,23550
1024,512,2048,32,32,128,knm,4,1,1,os,27479
1024,512,2048,32,32,128,knm,1,2,2,os,17903
1024,512,2048,32,32,128,knm,2,1,2,os,17903
1024,512,2048,32,32,128,knm,2,2,1,os,15471
1024,512,2048,32,32,128,knm,1,1,4,os,22767
1024,512,2048,32,32,128,knm,1,4,1,os,27479
1024,512,2048,32,32,64,knm,4,1,1,os,35424
1024,512,2048,32,32,64,knm,1,2,2,os,26000
1024,512,2048,32,32,64,knm,2,1,2,os,26000
1024,512,2048,32,32,64,knm,2,2,1,os,21136
1024,512,2048,32,32,64,knm,1,1,4,os,35728
1024,512,2048,32,32,64,knm,1,4,1,os,35424
1024,512,2048,64,64,256,knm,4,1,1,os,11132
1024,512,2048,64,64,256,knm,1,2,2,os,11212
1024,512,2048,64,64,256,knm,2,1,2,os,11212
1024,512,2048,64,64,256,knm,2,2,1,os,11132
1024,512,2048,64,64,256,knm,1,1,4,os,11372
1024,512,2048,64,64,256,knm,1,4,1,os,11132
1024,512,2048,64,64,128,knm,4,1,1,os,12957
1024,512,2048,64,64,128,knm,1,2,2,os,15389
1024,512,2048,64,64,128,knm,2,1,2,os,15389
1024,512,2048,64,64,128,knm,2,2,1,os,12957
1024,512,2048,64,64,128,knm,1,1,4,os,20253
1024,512,2048,64,64,128,knm,1,4,1,os,12957
1024,512,2048,64,64,64,knm,4,1,1,os,15940
1024,512,2048,64,64,64,knm,1,2,2,os,20804
1024,512,2048,64,64,64,knm,2,1,2,os,20804
1024,512,2048,64,64,64,knm,2,2,1,os,15940
1024,512,2048,64,64,64,knm,1,1,4,os,30532
1024,512,2048,64,64,64,knm,1,4,1,os,15940
1024,512,2048,128,128,128,knm,4,1,1,os,11210
1024,512,2048,128,128,128,knm,1,2,2,os,11370
1024,512,2048,128,128,128,knm,2,1,2,os,11370
1024,512,2048,128,128,128,knm,2,2,1,os,11210
1024,512,2048,128,128,128,knm,1,1,4,os,11690
1024,512,2048,128,128,128,knm,1,4,1,os,11210
1024,512,2048,128,128,64,knm,4,1,1,os,11327
1024,512,2048,128,128,64,knm,1,2,2,os,11647
1024,512,2048,128,128,64,knm,2,1,2,os,11647
1024,512,2048,128,128,64,knm,2,2,1,os,11327
1024,512,2048,128,128,64,knm,1,1,4,os,12287
1024,512,2048,128,128,64,knm,1,4,1,os,11327
1024,512,1024,32,32,512,knm,4,1,1,os,10700
1024,512,1024,32,32,512,knm,1,2,2,os,6390
1024,512,1024,32,32,512,knm,2,1,2,os,6390
1024,512,1024,32,32,512,knm,2,2,1,os,6070
1024,512,1024,32,32,512,knm,1,1,4,os,7030
1024,512,1024,32,32,512,knm,1,4,1,os,10700
1024,512,1024,32,32,256,knm,4,1,1,os,11829
1024,512,1024,32,32,256,knm,1,2,2,os,7003
1024,512,1024,32,32,256,knm,2,1,2,os,7003
1024,512,1024,32,32,256,knm,2,2,1,os,6395
1024,512,1024,32,32,256,knm,1,1,4,os,8219
1024,512,1024,32,32,256,knm,1,4,1,os,11829
1024,512,1024,32,32,128,knm,4,1,1,os,13764
1024,512,1024,32,32,128,knm,1,2,2,os,8976
1024,512,1024,32,32,128,knm,2,1,2,os,8976
1024,512,1024,32,32,128,knm,2,2,1,os,7760
1024,512,1024,32,32,128,knm,1,1,4,os,11408
1024,512,1024,32,32,128,knm,1,4,1,os,13764
1024,512,1024,32,32,64,knm,4,1,1,os,17722
1024,512,1024,32,32,64,knm,1,2,2,os,13010
1024,512,1024,32,32,64,knm,2,1,2,os,13010
1024,512,1024,32,32,64,knm,2,2,1,os,10578
1024,512,1024,32,32,64,knm,1,1,4,os,17874
1024,512,1024,32,32,64,knm,1,4,1,os,17722
1024,512,1024,32,32,32,knm,4,1,1,os,25682
1024,512,1024,32,32,32,knm,1,2,2,os,21122
1024,512,1024,32,32,32,knm,2,1,2,os,21122
1024,512,1024,32,32,32,knm,2,2,1,os,16258
1024,512,1024,32,32,32,knm,1,1,4,os,30850
1024,512,1024,32,32,32,knm,1,4,1,os,25682
1024,512,1024,64,64,256,knm,4,1,1,os,5706
1024,512,1024,64,64,256,knm,1,2,2,os,5746
1024,512,1024,64,64,256,knm,2,1,2,os,5746
1024,512,1024,64,64,256,knm,2,2,1,os,5706
1024,512,1024,64,64,256,knm,1,1,4,os,5826
1024,512,1024,64,64,256,knm,1,4,1,os,5706
1024,512,1024,64,64,128,knm,4,1,1,os,6918
1024,512,1024,64,64,128,knm,1,2,2,os,8198
1024,512,1024,64,64,128,knm,2,1,2,os,8198
1024,512,1024,64,64,128,knm,2,2,1,os,6918
1024,512,1024,64,64,128,knm,1,1,4,os,10758
1024,512,1024,64,64,128,knm,1,4,1,os,6918
1024,512,1024,64,64,64,knm,4,1,1,os,8056
1024,512,1024,64,64,64,knm,1,2,2,os,10488
1024,512,1024,64,64,64,knm,2,1,2,os,10488
1024,512,1024,64,64,64,knm,2,2,1,os,8056
1024,512,1024,64,64,64,knm,1,1,4,os,15352
1024,512,1024,64,64,64,knm,1,4,1,os,8056
1024,512,1024,64,64,32,knm,4,1,1,os,11058
1024,512,1024,64,64,32,knm,1,2,2,os,15922
1024,512,1024,64,64,32,knm,2,1,2,os,15922
1024,512,1024,64,64,32,knm,2,2,1,os,11058
1024,512,1024,64,64,32,knm,1,1,4,os,25650
1024,512,1024,64,64,32,knm,1,4,1,os,11058
1024,512,1024,128,128,128,knm,4,1,1,os,7008
1024,512,1024,128,128,128,knm,1,2,2,os,7104
1024,512,1024,128,128,128,knm,2,1,2,os,7104
1024,512,1024,128,128,128,knm,2,2,1,os,7008
1024,512,1024,128,128,128,knm,1,1,4,os,7296
1024,512,1024,128,128,128,knm,1,4,1,os,7008
1024,512,1024,128,128,64,knm,4,1,1,os,5942
1024,512,1024,128,128,64,knm,1,2,2,os,6102
1024,512,1024,128,128,64,knm,2,1,2,os,6102
1024,512,1024,128,128,64,knm,2,2,1,os,5942
1024,512,1024,128,128,64,knm,1,1,4,os,6422
1024,512,1024,128,128,64,knm,1,4,1,os,5942
1024,512,1024,128,128,32,knm,4,1,1,os,10714
1024,512,1024,128,128,32,knm,1,2,2,os,15834
1024,512,1024,128,128,32,knm,2,1,2,os,15834
1024,512,1024,128,128,32,knm,2,2,1,os,10714
1024,512,1024,128,128,32,knm,1,1,4,os,26074
1024,512,1024,128,128,32,knm,1,4,1,os,10714
1024,1024,8192,32,32,512,knm,4,1,1,os,159800
1024,1024,8192,32,32,512,knm,1,2,2,os,94288
1024,1024,8192,32,32,512,knm,2,1,2,os,94288
1024,1024,8192,32,32,512,knm,2,2,1,os,89424
1024,1024,8192,32,32,512,knm,1,1,4,os,104016
1024,1024,8192,32,32,512,knm,1,4,1,os,159800
1024,1024,8192,32,32,256,knm,4,1,1,os,187640
1024,1024,8192,32,32,256,knm,1,2,2,os,110424
1024,1024,8192,32,32,256,knm,2,1,2,os,110424
1024,1024,8192,32,32,256,knm,2,2,1,os,100696
1024,1024,8192,32,32,256,knm,1,1,4,os,129880
1024,1024,8192,32,32,256,knm,1,4,1,os,187640
1024,1024,8192,64,64,256,knm,4,1,1,os,93283
1024,1024,8192,64,64,256,knm,1,2,2,os,93891
1024,1024,8192,64,64,256,knm,2,1,2,os,93891
1024,1024,8192,64,64,256,knm,2,2,1,os,93283
1024,1024,8192,64,64,256,knm,1,1,4,os,95107
1024,1024,8192,64,64,256,knm,1,4,1,os,93283
1024,1024,4096,32,32,128,knm,4,1,1,os,109758
1024,1024,4096,32,32,128,knm,1,2,2,os,71454
1024,1024,4096,32,32,128,knm,2,1,2,os,71454
1024,1024,4096,32,32,128,knm,2,2,1,os,61726
1024,1024,4096,32,32,128,knm,1,1,4,os,90910
1024,1024,4096,32,32,128,knm,1,4,1,os,109758
1024,1024,4096,64,64,128,knm,4,1,1,os,61745
1024,1024,4096,64,64,128,knm,1,2,2,os,71473
1024,1024,4096,64,64,128,knm,2,1,2,os,71473
1024,1024,4096,64,64,128,knm,2,2,1,os,61745
1024,1024,4096,64,64,128,knm,1,1,4,os,90929
1024,1024,4096,64,64,128,knm,1,4,1,os,61745
1024,1024,4096,128,128,128,knm,4,1,1,os,40803
1024,1024,4096,128,128,128,knm,1,2,2,os,41411
1024,1024,4096,128,128,128,knm,2,1,2,os,41411
1024,1024,4096,128,128,128,knm,2,2,1,os,40803
1024,1024,4096,128,128,128,knm,1,1,4,os,42627
1024,1024,4096,128,128,128,knm,1,4,1,os,40803
1024,1024,2048,32,32,512,knm,4,1,1,os,40109
1024,1024,2048,32,32,512,knm,1,2,2,os,23731
1024,1024,2048,32,32,512,knm,2,1,2,os,23731
1024,1024,2048,32,32,512,knm,2,2,1,os,22515
1024,1024,2048,32,32,512,knm,1,1,4,os,26163
1024,1024,2048,32,32,512,knm,1,4,1,os,40109
1024,1024,2048,32,32,256,knm,4,1,1,os,46983
1024,1024,2048,32,32,256,knm,1,2,2,os,27679
1024,1024,2048,32,32,256,knm,2,1,2,os,27679
1024,1024,2048,32,32,256,knm,2,2,1,os,25247
1024,1024,2048,32,32,256,knm,1,1,4,os,32543
1024,1024,2048,32,32,256,knm,1,4,1,os,46983
1024,1024,2048,32,32,128,knm,4,1,1,os,54899
1024,1024,2048,32,32,128,knm,1,2,2,os,35747
1024,1024,2048,32,32,128,knm,2,1,2,os,35747
1024,1024,2048,32,32,128,knm,2,2,1,os,30883
1024,1024,2048,32,32,128,knm,1,1,4,os,45475
1024,1024,2048,32,32,128,knm,1,4,1,os,54899
1024,1024,2048,32,32,64,knm,4,1,1,os,70817
1024,1024,2048,32,32,64,knm,1,2,2,os,51969
1024,1024,2048,32,32,64,knm,2,1,2,os,51969
1024,1024,2048,32,32,64,knm,2,2,1,os,42241
1024,1024,2048,32,32,64,knm,1,1,4,os,71425
1024,1024,2048,32,32,64,knm,1,4,1,os,70817
1024,1024,2048,64,64,256,knm,4,1,1,os,23420
1024,1024,2048,64,64,256,knm,1,2,2,os,23572
1024,1024,2048,64,64,256,knm,2,1,2,os,23572
1024,1024,2048,64,64,256,knm,2,2,1,os,23420
1024,1024,2048,64,64,256,knm,1,1,4,os,23876
1024,1024,2048,64,64,256,knm,1,4,1,os,23420
1024,1024,2048,64,64,128,knm,4,1,1,os,30901
1024,1024,2048,64,64,128,knm,1,2,2,os,35765
1024,1024,2048,64,64,128,knm,2,1,2,os,35765
1024,1024,2048,64,64,128,knm,2,2,1,os,30901
1024,1024,2048,64,64,128,knm,1,1,4,os,45493
1024,1024,2048,64,64,128,knm,1,4,1,os,30901
1024,1024,2048,64,64,64,knm,4,1,1,os,42252
1024,1024,2048,64,64,64,knm,1,2,2,os,51980
1024,1024,2048,64,64,64,knm,2,1,2,os,51980
1024,1024,2048,64,64,64,knm,2,2,1,os,42252
1024,1024,2048,64,64,64,knm,1,1,4,os,71436
1024,1024,2048,64,64,64,knm,1,4,1,os,42252
1024,1024,2048,128,128,128,knm,4,1,1,os,21894
1024,1024,2048,128,128,128,knm,1,2,2,os,22214
1024,1024,2048,128,128,128,knm,2,1,2,os,22214
1024,1024,2048,128,128,128,knm,2,2,1,os,21894
1024,1024,2048,128,128,128,knm,1,1,4,os,22854
1024,1024,2048,128,128,128,knm,1,4,1,os,21894
1024,1024,2048,128,128,64,knm,4,1,1,os,21251
1024,1024,2048,128,128,64,knm,1,2,2,os,21859
1024,1024,2048,128,128,64,knm,2,1,2,os,21859
1024,1024,2048,128,128,64,knm,2,2,1,os,21251
1024,1024,2048,128,128,64,knm,1,1,4,os,23075
1024,1024,2048,128,128,64,knm,1,4,1,os,21251
1024,1024,1024,32,32,512,knm,4,1,1,os,20161
1024,1024,1024,32,32,512,knm,1,2,2,os,11972
1024,1024,1024,32,32,512,knm,2,1,2,os,11972
1024,1024,1024,32,32,512,knm,2,2,1,os,11364
1024,1024,1024,32,32,512,knm,1,1,4,os,13188
1024,1024,1024,32,32,512,knm,1,4,1,os,20161
1024,1024,1024,32,32,256,knm,4,1,1,os,23540
1024,1024,1024,32,32,256,knm,1,2,2,os,13888
1024,1024,1024,32,32,256,knm,2,1,2,os,13888
1024,1024,1024,32,32,256,knm,2,2,1,os,12672
1024,1024,1024,32,32,256,knm,1,1,4,os,16320
1024,1024,1024,32,32,256,knm,1,4,1,os,23540
1024,1024,1024,32,32,128,knm,4,1,1,os,27469
1024,1024,1024,32,32,128,knm,1,2,2,os,17893
1024,1024,1024,32,32,128,knm,2,1,2,os,17893
1024,1024,1024,32,32,128,knm,2,2,1,os,15461
1024,1024,1024,32,32,128,knm,1,1,4,os,22757
1024,1024,1024,32,32,128,knm,1,4,1,os,27469
1024,1024,1024,32,32,64,knm,4,1,1,os,35414
1024,1024,1024,32,32,64,knm,1,2,2,os,25990
1024,1024,1024,32,32,64,knm,2,1,2,os,25990
1024,1024,1024,32,32,64,knm,2,2,1,os,21126
1024,1024,1024,32,32,64,knm,1,1,4,os,35718
1024,1024,1024,32,32,64,knm,1,4,1,os,35414
1024,1024,1024,32,32,32,knm,4,1,1,os,51347
1024,1024,1024,32,32,32,knm,1,2,2,os,42227
1024,1024,1024,32,32,32,knm,2,1,2,os,42227
1024,1024,1024,32,32,32,knm,2,2,1,os,32499
1024,1024,1024,32,32,32,knm,1,1,4,os,61683
1024,1024,1024,32,32,32,knm,1,4,1,os,51347
1024,1024,1024,64,64,256,knm,4,1,1,os,12303
1024,1024,1024,64,64,256,knm,1,2,2,os,12383
1024,1024,1024,64,64,256,knm,2,1,2,os,12383
1024,1024,1024,64,64,256,knm,2,2,1,os,12303
1024,1024,1024,64,64,256,knm,1,1,4,os,12543
1024,1024,1024,64,64,256,knm,1,4,1,os,12303
1024,1024,1024,64,64,128,knm,4,1,1,os,15480
1024,1024,1024,64,64,128,knm,1,2,2,os,17912
1024,1024,1024,64,64,128,knm,2,1,2,os,17912
1024,1024,1024,64,64,128,knm,2,2,1,os,15480
1024,1024,1024,64,64,128,knm,1,1,4,os,22776
1024,1024,1024,64,64,128,knm,1,4,1,os,15480
1024,1024,1024,64,64,64,knm,4,1,1,os,21136
1024,1024,1024,64,64,64,knm,1,2,2,os,26000
1024,1024,1024,64,64,64,knm,2,1,2,os,26000
1024,1024,1024,64,64,64,knm,2,2,1,os,21136
1024,1024,1024,64,64,64,knm,1,1,4,os,35728
1024,1024,1024,64,64,64,knm,1,4,1,os,21136
1024,1024,1024,64,64,32,knm,4,1,1,os,32506
1024,1024,1024,64,64,32,knm,1,2,2,os,42234
1024,1024,1024,64,64,32,knm,2,1,2,os,42234
1024,1024,1024,64,64,32,knm,2,2,1,os,32506
1024,1024,1024,64,64,32,knm,1,1,4,os,61690
1024,1024,1024,64,64,32,knm,1,4,1,os,32506
1024,1024,1024,128,128,128,knm,4,1,1,os,11389
1024,1024,1024,128,128,128,knm,1,2,2,os,11549
1024,1024,1024,128,128,128,knm,2,1,2,os,11549
1024,1024,1024,128,128,128,knm,2,2,1,os,11389
1024,1024,1024,128,128,128,knm,1,1,4,os,11869
1024,1024,1024,128,128,128,knm,1,4,1,os,11389
1024,1024,1024,128,128,64,knm,4,1,1,os,11558
1024,1024,1024,128,128,64,knm,1,2,2,os,11878
1024,1024,1024,128,128,64,knm,2,1,2,os,11878
1024,1024,1024,128,128,64,knm,2,2,1,os,11558
1024,1024,1024,128,128,64,knm,1,1,4,os,12518
1024,1024,1024,128,128,64,knm,1,4,1,os,11558
1024,1024,1024,128,128,32,knm,4,1,1,os,20177
1024,1024,1024,128,128,32,knm,1,2,2,os,29905
1024,1024,1024,128,128,32,knm,2,1,2,os,29905
1024,1024,1024,128,128,32,knm,2,2,1,os,20177
1024,1024,1024,128,128,32,knm,1,1,4,os,49361
1024,1024,1024,128,128,32,knm,1,4,1,os,20177
1024,2048,4096,32,32,512,knm,4,1,1,os,159782
1024,2048,4096,32,32,512,knm,1,2,2,os,94270
1024,2048,4096,32,32,512,knm,2,1,2,os,94270
1024,2048,4096,32,32,512,knm,2,2,1,os,89406
1024,2048,4096,32,32,512,knm,1,1,4,os,103998
1024,2048,4096,32,32,512,knm,1,4,1,os,159782
1024,2048,4096,32,32,256,knm,4,1,1,os,187622
1024,2048,4096,32,32,256,knm,1,2,2,os,110406
1024,2048,4096,32,32,256,knm,2,1,2,os,110406
1024,2048,4096,32,32,256,knm,2,2,1,os,100678
1024,2048,4096,32,32,256,knm,1,1,4,os,129862
1024,2048,4096,32,32,256,knm,1,4,1,os,187622
1024,2048,4096,32,32,128,knm,4,1,1,os,219141
1024,2048,4096,32,32,128,knm,1,2,2,os,142659
1024,2048,4096,32,32,128,knm,2,1,2,os,142659
1024,2048,4096,32,32,128,knm,2,2,1,os,123235
1024,2048,4096,32,32,128,knm,1,1,4,os,181507
1024,2048,4096,32,32,128,knm,1,4,1,os,219141
1024,2048,4096,64,64,256,knm,4,1,1,os,93267
1024,2048,4096,64,64,256,knm,1,2,2,os,93875
1024,2048,4096,64,64,256,knm,2,1,2,os,93875
1024,2048,4096,64,64,256,knm,2,2,1,os,93267
1024,2048,4096,64,64,256,knm,1,1,4,os,95091
1024,2048,4096,64,64,256,knm,1,4,1,os,93267
1024,2048,4096,64,64,128,knm,4,1,1,os,123415
1024,2048,4096,64,64,128,knm,1,2,2,os,142871
1024,2048,4096,64,64,128,knm,2,1,2,os,142871
1024,2048,4096,64,64,128,knm,2,2,1,os,123415
1024,2048,4096,64,64,128,knm,1,1,4,os,181783
1024,2048,4096,64,64,128,knm,1,4,1,os,123415
1024,2048,4096,128,128,128,knm,4,1,1,os,85375
1024,2048,4096,128,128,128,knm,1,2,2,os,86591
1024,2048,4096,128,128,128,knm,2,1,2,os,86591
1024,2048,4096,128,128,128,knm,2,2,1,os,85375
1024,2048,4096,128,128,128,knm,1,1,4,os,89023
1024,2048,4096,128,128,128,knm,1,4,1,os,85375
1024,2048,2048,32,32,512,knm,4,1,1,os,79988
1024,2048,2048,32,32,512,knm,1,2,2,os,47232
1024,2048,2048,32,32,512,knm,2,1,2,os,47232
1024,2048,2048,32,32,512,knm,2,2,1,os,44800
1024,2048,2048,32,32,512,knm,1,1,4,os,52096
1024,2048,2048,32,32,512,knm,1,4,1,os,79988
1024,2048,2048,32,32,256,knm,4,1,1,os,93851
1024,2048,2048,32,32,256,knm,1,2,2,os,55243
1024,2048,2048,32,32,256,knm,2,1,2,os,55243
1024,2048,2048,32,32,256,knm,2,2,1,os,50379
1024,2048,2048,32,32,256,knm,1,1,4,os,64971
1024,2048,2048,32,32,256,knm,1,4,1,os,93851
1024,2048,2048,32,32,128,knm,4,1,1,os,109740
1024,2048,2048,32,32,128,knm,1,2,2,os,71436
1024,2048,2048,32,32,128,knm,2,1,2,os,71436
1024,2048,2048,32,32,128,knm,2,2,1,os,61708
1024,2048,2048,32,32,128,knm,1,1,4,os,90892
1024,2048,2048,32,32,128,knm,1,4,1,os,109740
1024,2048,2048,32,32,64,knm,4,1,1,os,141416
1024,2048,2048,32,32,64,knm,1,2,2,os,103782
1024,2048,2048,32,32,64,knm,2,1,2,os,103782
1024,2048,2048,32,32,64,knm,2,2,1,os,84358
1024,2048,2048,32,32,64,knm,1,1,4,os,142630
1024,2048,2048,32,32,64,knm,1,4,1,os,141416
1024,2048,2048,64,64,256,knm,4,1,1,os,46691
1024,2048,2048,64,64,256,knm,1,2,2,os,46995
1024,2048,2048,64,64,256,knm,2,1,2,os,46995
1024,2048,2048,64,64,256,knm,2,2,1,os,46691
1024,2048,2048,64,64,256,knm,1,1,4,os,47603
1024,2048,2048,64,64,256,knm,1,4,1,os,46691
1024,2048,2048,64,64,128,knm,4,1,1,os,61729
1024,2048,2048,64,64,128,knm,1,2,2,os,71457
1024,2048,2048,64,64,128,knm,2,1,2,os,71457
1024,2048,2048,64,64,128,knm,2,2,1,os,61729
1024,2048,2048,64,64,128,knm,1,1,4,os,90913
1024,2048,2048,64,64,128,knm,1,4,1,os,61729
1024,2048,2048,64,64,64,knm,4,1,1,os,84466
1024,2048,2048,64,64,64,knm,1,2,2,os,103922
1024,2048,2048,64,64,64,knm,2,1,2,os,103922
1024,2048,2048,64,64,64,knm,2,2,1,os,84466
1024,2048,2048,64,64,64,knm,1,1,4,os,142834
1024,2048,2048,64,64,64,knm,1,4,1,os,84466
1024,2048,2048,128,128,128,knm,4,1,1,os,43024
1024,2048,2048,128,128,128,knm,1,2,2,os,43632
1024,2048,2048,128,128,128,knm,2,1,2,os,43632
1024,2048,2048,128,128,128,knm,2,2,1,os,43024
1024,2048,2048,128,128,128,knm,1,1,4,os,44848
1024,2048,2048,128,128,128,knm,1,4,1,os,43024
1024,2048,2048,128,128,64,knm,4,1,1,os,46393
1024,2048,2048,128,128,64,knm,1,2,2,os,47609
1024,2048,2048,128,128,64,knm,2,1,2,os,47609
1024,2048,2048,128,128,64,knm,2,2,1,os,46393
1024,2048,2048,128,128,64,knm,1,1,4,os,50041
1024,2048,2048,128,128,64,knm,1,4,1,os,46393
1024,2048,1024,32,32,512,knm,4,1,1,os,40091
1024,2048,1024,32,32,512,knm,1,2,2,os,23713
1024,2048,1024,32,32,512,knm,2,1,2,os,23713
1024,2048,1024,32,32,512,knm,2,2,1,os,22497
1024,2048,1024,32,32,512,knm,1,1,4,os,26145
1024,2048,1024,32,32,512,knm,1,4,1,os,40091
1024,2048,1024,32,32,256,knm,4,1,1,os,46965
1024,2048,1024,32,32,256,knm,1,2,2,os,27661
1024,2048,1024,32,32,256,knm,2,1,2,os,27661
1024,2048,1024,32,32,256,knm,2,2,1,os,25229
1024,2048,1024,32,32,256,knm,1,1,4,os,32525
1024,2048,1024,32,32,256,knm,1,4,1,os,46965
1024,2048,1024,32,32,128,knm,4,1,1,os,54881
1024,2048,1024,32,32,128,knm,1,2,2,os,35729
1024,2048,1024,32,32,128,knm,2,1,2,os,35729
1024,2048,1024,32,32,128,knm,2,2,1,os,30865
1024,2048,1024,32,32,128,knm,1,1,4,os,45457
1024,2048,1024,32,32,128,knm,1,4,1,os,54881
1024,2048,1024,32,32,64,knm,4,1,1,os,70799
1024,2048,1024,32,32,64,knm,1,2,2,os,51951
1024,2048,1024,32,32,64,knm,2,1,2,os,51951
1024,2048,1024,32,32,64,knm,2,2,1,os,42223
1024,2048,1024,32,32,64,knm,1,1,4,os,71407
1024,2048,1024,32,32,64,knm,1,4,1,os,70799
1024,2048,1024,32,32,32,knm,4,1,1,os,102554
1024,2048,1024,32,32,32,knm,1,2,2,os,84344
1024,2048,1024,32,32,32,knm,2,1,2,os,84344
1024,2048,1024,32,32,32,knm,2,2,1,os,64920
1024,2048,1024,32,32,32,knm,1,1,4,os,123192
1024,2048,1024,32,32,32,knm,1,4,1,os,102554
1024,2048,1024,64,64,256,knm,4,1,1,os,23404
1024,2048,1024,64,64,256,knm,1,2,2,os,23556
1024,2048,1024,64,64,256,knm,2,1,2,os,23556
1024,2048,1024,64,64,256,knm,2,2,1,os,23404
1024,2048,1024,64,64,256,knm,1,1,4,os,23860
1024,2048,1024,64,64,256,knm,1,4,1,os,23404
1024,2048,1024,64,64,128,knm,4,1,1,os,30885
1024,2048,1024,64,64,128,knm,1,2,2,os,35749
1024,2048,1024,64,64,128,knm,2,1,2,os,35749
1024,2048,1024,64,64,128,knm,2,2,1,os,30885
1024,2048,1024,64,64,128,knm,1,1,4,os,45477
1024,2048,1024,64,64,128,knm,1,4,1,os,30885
1024,2048,1024,64,64,64,knm,4,1,1,os,42236
1024,2048,1024,64,64,64,knm,1,2,2,os,51964
1024,2048,1024,64,64,64,knm,2,1,2,os,51964
1024,2048,1024,64,64,64,knm,2,2,1,os,42236
1024,2048,1024,64,64,64,knm,1,1,4,os,71420
1024,2048,1024,64,64,64,knm,1,4,1,os,42236
1024,2048,1024,64,64,32,knm,4,1,1,os,64992
1024,2048,1024,64,64,32,knm,1,2,2,os,84448
1024,2048,1024,64,64,32,knm,2,1,2,os,84448
1024,2048,1024,64,64,32,knm,2,2,1,os,64992
1024,2048,1024,64,64,32,knm,1,1,4,os,123360
1024,2048,1024,64,64,32,knm,1,4,1,os,64992
1024,2048,1024,128,128,128,knm,4,1,1,os,22963
1024,2048,1024,128,128,128,knm,1,2,2,os,23283
1024,2048,1024,128,128,128,knm,2,1,2,os,23283
1024,2048,1024,128,128,128,knm,2,2,1,os,22963
1024,2048,1024,128,128,128,knm,1,1,4,os,23923
1024,2048,1024,128,128,128,knm,1,4,1,os,22963
1024,2048,1024,128,128,64,knm,4,1,1,os,23498
1024,2048,1024,128,128,64,knm,1,2,2,os,24106
1024,2048,1024,128,128,64,knm,2,1,2,os,24106
1024,2048,1024,128,128,64,knm,2,2,1,os,23498
1024,2048,1024,128,128,64,knm,1,1,4,os,25322
1024,2048,1024,128,128,64,knm,1,4,1,os,23498
1024,2048,1024,128,128,32,knm,4,1,1,os,44306
1024,2048,1024,128,128,32,knm,1,2,2,os,63762
1024,2048,1024,128,128,32,knm,2,1,2,os,63762
1024,2048,1024,128,128,32,knm,2,2,1,os,44306
1024,2048,1024,128,128,32,knm,1,1,4,os,102674
1024,2048,1024,128,128,32,knm,1,4,1,os,44306
1024,4096,2048,32,32,512,knm,4,1,1,os,159744
1024,4096,2048,32,32,512,knm,1,2,2,os,94232
1024,4096,2048,32,32,512,knm,2,1,2,os,94232
1024,4096,2048,32,32,512,knm,2,2,1,os,89368
1024,4096,2048,32,32,512,knm,1,1,4,os,103960
1024,4096,2048,32,32,512,knm,1,4,1,os,159744
1024,4096,2048,32,32,256,knm,4,1,1,os,187584
1024,4096,2048,32,32,256,knm,1,2,2,os,110368
1024,4096,2048,32,32,256,knm,2,1,2,os,110368
1024,4096,2048,32,32,256,knm,2,2,1,os,100640
1024,4096,2048,32,32,256,knm,1,1,4,os,129824
1024,4096,2048,32,32,256,knm,1,4,1,os,187584
1024,4096,2048,32,32,128,knm,4,1,1,os,219103
1024,4096,2048,32,32,128,knm,1,2,2,os,142621
1024,4096,2048,32,32,128,knm,2,1,2,os,142621
1024,4096,2048,32,32,128,knm,2,2,1,os,123197
1024,4096,2048,32,32,128,knm,1,1,4,os,181469
1024,4096,2048,32,32,128,knm,1,4,1,os,219103
1024,4096,2048,32,32,64,knm,4,1,1,os,282801
1024,4096,2048,32,32,64,knm,1,2,2,os,207533
1024,4096,2048,32,32,64,knm,2,1,2,os,207533
1024,4096,2048,32,32,64,knm,2,2,1,os,168685
1024,4096,2048,32,32,64,knm,1,1,4,os,285229
1024,4096,2048,32,32,64,knm,1,4,1,os,282801
1024,4096,2048,64,64,256,knm,4,1,1,os,93227
1024,4096,2048,64,64,256,knm,1,2,2,os,93835
1024,4096,2048,64,64,256,knm,2,1,2,os,93835
1024,4096,2048,64,64,256,knm,2,2,1,os,93227
1024,4096,2048,64,64,256,knm,1,1,4,os,95051
1024,4096,2048,64,64,256,knm,1,4,1,os,93227
1024,4096,2048,64,64,128,knm,4,1,1,os,123375
1024,4096,2048,64,64,128,knm,1,2,2,os,142831
1024,4096,2048,64,64,128,knm,2,1,2,os,142831
1024,4096,2048,64,64,128,knm,2,2,1,os,123375
1024,4096,2048,64,64,128,knm,1,1,4,os,181743
