M,N,K,l1_tile_M,l1_tile_N,l1_tile_K,l1_loop_order,l0_M_tiling_factor,l0_N_tiling_factor,l0_K_tiling_factor,dataflow,cycle_count
256,256,2048,128,128,128,knm,1,1,4,os,2659
256,256,2048,128,128,128,knm,1,4,1,os,2563
256,256,2048,128,128,64,knm,4,1,1,os,2552
256,256,2048,128,128,64,knm,1,2,2,os,2616
256,256,2048,128,128,64,knm,2,1,2,os,2616
256,256,2048,128,128,64,knm,2,2,1,os,2552
256,256,2048,128,128,64,knm,1,1,4,os,2744
256,256,2048,128,128,64,knm,1,4,1,os,2552
256,256,1024,32,32,512,knm,4,1,1,os,2248
256,256,1024,32,32,512,knm,1,2,2,os,1386
256,256,1024,32,32,512,knm,2,1,2,os,1386
256,256,1024,32,32,512,knm,2,2,1,os,1322
256,256,1024,32,32,512,knm,1,1,4,os,1514
256,256,1024,32,32,512,knm,1,4,1,os,2248
256,256,1024,32,32,256,knm,4,1,1,os,1859
256,256,1024,32,32,256,knm,1,2,2,os,1097
256,256,1024,32,32,256,knm,2,1,2,os,1097
256,256,1024,32,32,256,knm,2,2,1,os,1001
256,256,1024,32,32,256,knm,1,1,4,os,1289
256,256,1024,32,32,256,knm,1,4,1,os,1859
256,256,1024,32,32,128,knm,4,1,1,os,1677
256,256,1024,32,32,128,knm,1,2,2,os,1047
256,256,1024,32,32,128,knm,2,1,2,os,1047
256,256,1024,32,32,128,knm,2,2,1,os,887
256,256,1024,32,32,128,knm,1,1,4,os,1367
256,256,1024,32,32,128,knm,1,4,1,os,1677
256,256,1024,32,32,64,knm,4,1,1,os,1958
256,256,1024,32,32,64,knm,1,2,2,os,1338
256,256,1024,32,32,64,knm,2,1,2,os,1338
256,256,1024,32,32,64,knm,2,2,1,os,1018
256,256,1024,32,32,64,knm,1,1,4,os,1978
256,256,1024,32,32,64,knm,1,4,1,os,1958
256,256,1024,32,32,32,knm,4,1,1,os,2431
256,256,1024,32,32,32,knm,1,2,2,os,1861
256,256,1024,32,32,32,knm,2,1,2,os,1861
256,256,1024,32,32,32,knm,2,2,1,os,1253
256,256,1024,32,32,32,knm,1,1,4,os,3077
256,256,1024,32,32,32,knm,1,4,1,os,2431
256,256,1024,64,64,256,knm,4,1,1,os,1310
256,256,1024,64,64,256,knm,1,2,2,os,1318
256,256,1024,64,64,256,knm,2,1,2,os,1318
256,256,1024,64,64,256,knm,2,2,1,os,1310
256,256,1024,64,64,256,knm,1,1,4,os,1334
256,256,1024,64,64,256,knm,1,4,1,os,1310
256,256,1024,64,64,128,knm,4,1,1,os,1506
256,256,1024,64,64,128,knm,1,2,2,os,1762
256,256,1024,64,64,128,knm,2,1,2,os,1762
256,256,1024,64,64,128,knm,2,2,1,os,1506
256,256,1024,64,64,128,knm,1,1,4,os,2274
256,256,1024,64,64,128,knm,1,4,1,os,1506
256,256,1024,64,64,64,knm,4,1,1,os,1289
256,256,1024,64,64,64,knm,1,2,2,os,1673
256,256,1024,64,64,64,knm,2,1,2,os,1673
256,256,1024,64,64,64,knm,2,2,1,os,1289
256,256,1024,64,64,64,knm,1,1,4,os,2441
256,256,1024,64,64,64,knm,1,4,1,os,1289
256,256,1024,64,64,32,knm,4,1,1,os,1371
256,256,1024,64,64,32,knm,1,2,2,os,2011
256,256,1024,64,64,32,knm,2,1,2,os,2011
256,256,1024,64,64,32,knm,2,2,1,os,1371
256,256,1024,64,64,32,knm,1,1,4,os,3291
256,256,1024,64,64,32,knm,1,4,1,os,1371
256,256,1024,128,128,128,knm,4,1,1,os,2358
256,256,1024,128,128,128,knm,1,2,2,os,2390
256,256,1024,128,128,128,knm,2,1,2,os,2390
256,256,1024,128,128,128,knm,2,2,1,os,2358
256,256,1024,128,128,128,knm,1,1,4,os,2454
256,256,1024,128,128,128,knm,1,4,1,os,2358
256,256,1024,128,128,64,knm,4,1,1,os,1334
256,256,1024,128,128,64,knm,1,2,2,os,1366
256,256,1024,128,128,64,knm,2,1,2,os,1366
256,256,1024,128,128,64,knm,2,2,1,os,1334
256,256,1024,128,128,64,knm,1,1,4,os,1430
256,256,1024,128,128,64,knm,1,4,1,os,1334
256,256,1024,128,128,32,knm,4,1,1,os,2271
256,256,1024,128,128,32,knm,1,2,2,os,3295
256,256,1024,128,128,32,knm,2,1,2,os,3295
256,256,1024,128,128,32,knm,2,2,1,os,2271
256,256,1024,128,128,32,knm,1,1,4,os,5343
256,256,1024,128,128,32,knm,1,4,1,os,2271
256,512,8192,32,32,512,knm,4,1,1,os,19441
256,512,4096,32,32,512,knm,4,1,1,os,10315
256,512,8192,32,32,512,knm,1,2,2,os,11252
256,512,4096,32,32,512,knm,1,2,2,os,6005
256,512,8192,32,32,512,knm,2,1,2,os,11252
256,512,4096,32,32,512,knm,2,1,2,os,6005
256,512,8192,32,32,512,knm,2,2,1,os,10644
256,512,4096,32,32,512,knm,2,2,1,os,5685
256,512,8192,32,32,512,knm,1,1,4,os,12468
256,512,4096,32,32,512,knm,1,1,4,os,6645
256,512,8192,32,32,512,knm,1,4,1,os,19441
256,512,4096,32,32,512,knm,1,4,1,os,10315
256,512,8192,32,32,256,knm,4,1,1,os,22183
256,512,4096,32,32,256,knm,4,1,1,os,11144
256,512,8192,32,32,256,knm,1,2,2,os,12531
256,512,4096,32,32,256,knm,1,2,2,os,6318
256,512,8192,32,32,256,knm,2,1,2,os,12531
256,512,4096,32,32,256,knm,2,1,2,os,6318
256,512,8192,32,32,256,knm,2,2,1,os,11315
256,512,4096,32,32,256,knm,2,2,1,os,5710
256,512,8192,32,32,256,knm,1,1,4,os,14963
256,512,4096,32,32,256,knm,1,1,4,os,7534
256,512,8192,32,32,256,knm,1,4,1,os,22183
256,512,4096,32,32,256,knm,1,4,1,os,11144
256,512,8192,64,64,256,knm,4,1,1,os,10909
256,512,4096,64,64,256,knm,4,1,1,os,5644
256,512,8192,64,64,256,knm,1,2,2,os,10989
256,512,4096,64,64,256,knm,1,2,2,os,5684
256,512,8192,64,64,256,knm,2,1,2,os,10989
256,512,4096,64,64,256,knm,2,1,2,os,5684
256,512,8192,64,64,256,knm,2,2,1,os,10909
256,512,4096,64,64,256,knm,2,2,1,os,5644
256,512,8192,64,64,256,knm,1,1,4,os,11149
256,512,4096,64,64,256,knm,1,1,4,os,5764
256,512,8192,64,64,256,knm,1,4,1,os,10909
256,512,4096,64,64,256,knm,1,4,1,os,5644
256,512,4096,32,32,128,knm,4,1,1,os,12420
256,512,4096,32,32,128,knm,1,2,2,os,7632
256,512,4096,32,32,128,knm,2,1,2,os,7632
256,512,4096,32,32,128,knm,2,2,1,os,6416
256,512,4096,32,32,128,knm,1,1,4,os,10064
256,512,4096,32,32,128,knm,1,4,1,os,12420
256,512,4096,64,64,128,knm,4,1,1,os,6631
256,512,4096,64,64,128,knm,1,2,2,os,7911
256,512,4096,64,64,128,knm,2,1,2,os,7911
256,512,4096,64,64,128,knm,2,2,1,os,6631
256,512,4096,64,64,128,knm,1,1,4,os,10471
256,512,4096,64,64,128,knm,1,4,1,os,6631
256,512,4096,128,128,128,knm,4,1,1,os,6931
256,512,4096,128,128,128,knm,1,2,2,os,7027
256,512,4096,128,128,128,knm,2,1,2,os,7027
256,512,4096,128,128,128,knm,2,2,1,os,6931
256,512,4096,128,128,128,knm,1,1,4,os,7219
256,512,4096,128,128,128,knm,1,4,1,os,6931
256,512,2048,32,32,512,knm,4,1,1,os,5245
256,512,2048,32,32,512,knm,1,2,2,os,3090
256,512,2048,32,32,512,knm,2,1,2,os,3090
256,512,2048,32,32,512,knm,2,2,1,os,2930
256,512,2048,32,32,512,knm,1,1,4,os,3410
256,512,2048,32,32,512,knm,1,4,1,os,5245
256,512,2048,32,32,256,knm,4,1,1,os,5915
256,512,2048,32,32,256,knm,1,2,2,os,3375
256,512,2048,32,32,256,knm,2,1,2,os,3375
256,512,2048,32,32,256,knm,2,2,1,os,3055
256,512,2048,32,32,256,knm,1,1,4,os,4015
256,512,2048,32,32,256,knm,1,4,1,os,5915
256,512,2048,32,32,128,knm,4,1,1,os,6245
256,512,2048,32,32,128,knm,1,2,2,os,3851
256,512,2048,32,32,128,knm,2,1,2,os,3851
256,512,2048,32,32,128,knm,2,2,1,os,3243
256,512,2048,32,32,128,knm,1,1,4,os,5067
256,512,2048,32,32,128,knm,1,4,1,os,6245
256,512,2048,32,32,64,knm,4,1,1,os,7538
256,512,2048,32,32,64,knm,1,2,2,os,5182
256,512,2048,32,32,64,knm,2,1,2,os,5182
256,512,2048,32,32,64,knm,2,2,1,os,3966
256,512,2048,32,32,64,knm,1,1,4,os,7614
256,512,2048,32,32,64,knm,1,4,1,os,7538
256,512,2048,64,64,256,knm,4,1,1,os,3538
256,512,2048,64,64,256,knm,1,2,2,os,3562
256,512,2048,64,64,256,knm,2,1,2,os,3562
256,512,2048,64,64,256,knm,2,2,1,os,3538
256,512,2048,64,64,256,knm,1,1,4,os,3610
256,512,2048,64,64,256,knm,1,4,1,os,3538
256,512,2048,64,64,128,knm,4,1,1,os,3436
256,512,2048,64,64,128,knm,1,2,2,os,4076
256,512,2048,64,64,128,knm,2,1,2,os,4076
256,512,2048,64,64,128,knm,2,2,1,os,3436
256,512,2048,64,64,128,knm,1,1,4,os,5356
256,512,2048,64,64,128,knm,1,4,1,os,3436
256,512,2048,64,64,64,knm,4,1,1,os,4002
256,512,2048,64,64,64,knm,1,2,2,os,5282
256,512,2048,64,64,64,knm,2,1,2,os,5282
256,512,2048,64,64,64,knm,2,2,1,os,4002
256,512,2048,64,64,64,knm,1,1,4,os,7842
256,512,2048,64,64,64,knm,1,4,1,os,4002
256,512,2048,128,128,128,knm,4,1,1,os,4830
256,512,2048,128,128,128,knm,1,2,2,os,4894
256,512,2048,128,128,128,knm,2,1,2,os,4894
256,512,2048,128,128,128,knm,2,2,1,os,4830
256,512,2048,128,128,128,knm,1,1,4,os,5022
256,512,2048,128,128,128,knm,1,4,1,os,4830
256,512,2048,128,128,64,knm,4,1,1,os,3597
256,512,2048,128,128,64,knm,1,2,2,os,3693
256,512,2048,128,128,64,knm,2,1,2,os,3693
256,512,2048,128,128,64,knm,2,2,1,os,3597
256,512,2048,128,128,64,knm,1,1,4,os,3885
256,512,2048,128,128,64,knm,1,4,1,os,3597
256,512,1024,32,32,512,knm,4,1,1,os,3217
256,512,1024,32,32,512,knm,1,2,2,os,1924
256,512,1024,32,32,512,knm,2,1,2,os,1924
256,512,1024,32,32,512,knm,2,2,1,os,1828
256,512,1024,32,32,512,knm,1,1,4,os,2116
256,512,1024,32,32,512,knm,1,4,1,os,3217
256,512,1024,32,32,256,knm,4,1,1,os,3010
256,512,1024,32,32,256,knm,1,2,2,os,1740
256,512,1024,32,32,256,knm,2,1,2,os,1740
256,512,1024,32,32,256,knm,2,2,1,os,1580
256,512,1024,32,32,256,knm,1,1,4,os,2060
256,512,1024,32,32,256,knm,1,4,1,os,3010
256,512,1024,32,32,128,knm,4,1,1,os,3320
256,512,1024,32,32,128,knm,1,2,2,os,2060
256,512,1024,32,32,128,knm,2,1,2,os,2060
256,512,1024,32,32,128,knm,2,2,1,os,1740
256,512,1024,32,32,128,knm,1,1,4,os,2700
256,512,1024,32,32,128,knm,1,4,1,os,3320
256,512,1024,32,32,64,knm,4,1,1,os,3795
256,512,1024,32,32,64,knm,1,2,2,os,2617
256,512,1024,32,32,64,knm,2,1,2,os,2617
256,512,1024,32,32,64,knm,2,2,1,os,2009
256,512,1024,32,32,64,knm,1,1,4,os,3833
256,512,1024,32,32,64,knm,1,4,1,os,3795
256,512,1024,32,32,32,knm,4,1,1,os,5097
256,512,1024,32,32,32,knm,1,2,2,os,3957
256,512,1024,32,32,32,knm,2,1,2,os,3957
256,512,1024,32,32,32,knm,2,2,1,os,2741
256,512,1024,32,32,32,knm,1,1,4,os,6389
256,512,1024,32,32,32,knm,1,4,1,os,5097
256,512,1024,64,64,256,knm,4,1,1,os,2485
256,512,1024,64,64,256,knm,1,2,2,os,2501
256,512,1024,64,64,256,knm,2,1,2,os,2501
256,512,1024,64,64,256,knm,2,2,1,os,2485
256,512,1024,64,64,256,knm,1,1,4,os,2533
256,512,1024,64,64,256,knm,1,4,1,os,2485
256,512,1024,64,64,128,knm,4,1,1,os,2158
256,512,1024,64,64,128,knm,1,2,2,os,2542
256,512,1024,64,64,128,knm,2,1,2,os,2542
256,512,1024,64,64,128,knm,2,2,1,os,2158
256,512,1024,64,64,128,knm,1,1,4,os,3310
256,512,1024,64,64,128,knm,1,4,1,os,2158
256,512,1024,64,64,64,knm,4,1,1,os,2087
256,512,1024,64,64,64,knm,1,2,2,os,2727
256,512,1024,64,64,64,knm,2,1,2,os,2727
256,512,1024,64,64,64,knm,2,2,1,os,2087
256,512,1024,64,64,64,knm,1,1,4,os,4007
256,512,1024,64,64,64,knm,1,4,1,os,2087
256,512,1024,64,64,32,knm,4,1,1,os,2688
256,512,1024,64,64,32,knm,1,2,2,os,3968
256,512,1024,64,64,32,knm,2,1,2,os,3968
256,512,1024,64,64,32,knm,2,2,1,os,2688
256,512,1024,64,64,32,knm,1,1,4,os,6528
256,512,1024,64,64,32,knm,1,4,1,os,2688
256,512,1024,128,128,128,knm,4,1,1,os,2512
256,512,1024,128,128,128,knm,1,2,2,os,2544
256,512,1024,128,128,128,knm,2,1,2,os,2544
256,512,1024,128,128,128,knm,2,2,1,os,2512
256,512,1024,128,128,128,knm,1,1,4,os,2608
256,512,1024,128,128,128,knm,1,4,1,os,2512
256,512,1024,128,128,64,knm,4,1,1,os,2520
256,512,1024,128,128,64,knm,1,2,2,os,2584
256,512,1024,128,128,64,knm,2,1,2,os,2584
256,512,1024,128,128,64,knm,2,2,1,os,2520
256,512,1024,128,128,64,knm,1,1,4,os,2712
256,512,1024,128,128,64,knm,1,4,1,os,2520
256,512,1024,128,128,32,knm,4,1,1,os,3304
256,512,1024,128,128,32,knm,1,2,2,os,4840
256,512,1024,128,128,32,knm,2,1,2,os,4840
256,512,1024,128,128,32,knm,2,2,1,os,3304
256,512,1024,128,128,32,knm,1,1,4,os,7912
256,512,1024,128,128,32,knm,1,4,1,os,3304
512,256,8192,32,32,512,knm,4,1,1,os,19448
512,256,4096,32,32,512,knm,4,1,1,os,10322
512,256,8192,32,32,512,knm,1,2,2,os,11259
512,256,4096,32,32,512,knm,1,2,2,os,6012
512,256,8192,32,32,512,knm,2,1,2,os,11259
512,256,4096,32,32,512,knm,2,1,2,os,6012
512,256,8192,32,32,512,knm,2,2,1,os,10651
512,256,4096,32,32,512,knm,2,2,1,os,5692
512,256,8192,32,32,512,knm,1,1,4,os,12475
512,256,4096,32,32,512,knm,1,1,4,os,6652
512,256,8192,32,32,512,knm,1,4,1,os,19448
512,256,4096,32,32,512,knm,1,4,1,os,10322
512,256,8192,32,32,256,knm,4,1,1,os,22186
512,256,4096,32,32,256,knm,4,1,1,os,11147
512,256,8192,32,32,256,knm,1,2,2,os,12534
512,256,4096,32,32,256,knm,1,2,2,os,6321
512,256,8192,32,32,256,knm,2,1,2,os,12534
512,256,4096,32,32,256,knm,2,1,2,os,6321
512,256,8192,32,32,256,knm,2,2,1,os,11318
512,256,4096,32,32,256,knm,2,2,1,os,5713
512,256,8192,32,32,256,knm,1,1,4,os,14966
512,256,4096,32,32,256,knm,1,1,4,os,7537
512,256,8192,32,32,256,knm,1,4,1,os,22186
512,256,4096,32,32,256,knm,1,4,1,os,11147
512,256,8192,64,64,256,knm,4,1,1,os,10928
512,256,4096,64,64,256,knm,4,1,1,os,5663
512,256,8192,64,64,256,knm,1,2,2,os,11008
512,256,4096,64,64,256,knm,1,2,2,os,5703
512,256,8192,64,64,256,knm,2,1,2,os,11008
512,256,4096,64,64,256,knm,2,1,2,os,5703
512,256,8192,64,64,256,knm,2,2,1,os,10928
512,256,4096,64,64,256,knm,2,2,1,os,5663
512,256,8192,64,64,256,knm,1,1,4,os,11168
512,256,4096,64,64,256,knm,1,1,4,os,5783
512,256,8192,64,64,256,knm,1,4,1,os,10928
512,256,4096,64,64,256,knm,1,4,1,os,5663
512,256,4096,32,32,128,knm,4,1,1,os,12421
512,256,4096,32,32,128,knm,1,2,2,os,7633
512,256,4096,32,32,128,knm,2,1,2,os,7633
512,256,4096,32,32,128,knm,2,2,1,os,6417
512,256,4096,32,32,128,knm,1,1,4,os,10065
512,256,4096,32,32,128,knm,1,4,1,os,12421
512,256,4096,64,64,128,knm,4,1,1,os,6641
512,256,4096,64,64,128,knm,1,2,2,os,7921
512,256,4096,64,64,128,knm,2,1,2,os,7921
512,256,4096,64,64,128,knm,2,2,1,os,6641
512,256,4096,64,64,128,knm,1,1,4,os,10481
512,256,4096,64,64,128,knm,1,4,1,os,6641
512,256,4096,128,128,128,knm,4,1,1,os,6938
512,256,4096,128,128,128,knm,1,2,2,os,7034
512,256,4096,128,128,128,knm,2,1,2,os,7034
512,256,4096,128,128,128,knm,2,2,1,os,6938
512,256,4096,128,128,128,knm,1,1,4,os,7226
512,256,4096,128,128,128,knm,1,4,1,os,6938
512,256,2048,32,32,512,knm,4,1,1,os,5252
512,256,2048,32,32,512,knm,1,2,2,os,3097
512,256,2048,32,32,512,knm,2,1,2,os,3097
512,256,2048,32,32,512,knm,2,2,1,os,2937
512,256,2048,32,32,512,knm,1,1,4,os,3417
512,256,2048,32,32,512,knm,1,4,1,os,5252
512,256,2048,32,32,256,knm,4,1,1,os,5918
512,256,2048,32,32,256,knm,1,2,2,os,3378
512,256,2048,32,32,256,knm,2,1,2,os,3378
512,256,2048,32,32,256,knm,2,2,1,os,3058
512,256,2048,32,32,256,knm,1,1,4,os,4018
512,256,2048,32,32,256,knm,1,4,1,os,5918
512,256,2048,32,32,128,knm,4,1,1,os,6246
512,256,2048,32,32,128,knm,1,2,2,os,3852
512,256,2048,32,32,128,knm,2,1,2,os,3852
512,256,2048,32,32,128,knm,2,2,1,os,3244
512,256,2048,32,32,128,knm,1,1,4,os,5068
512,256,2048,32,32,128,knm,1,4,1,os,6246
512,256,2048,32,32,64,knm,4,1,1,os,7539
512,256,2048,32,32,64,knm,1,2,2,os,5183
512,256,2048,32,32,64,knm,2,1,2,os,5183
512,256,2048,32,32,64,knm,2,2,1,os,3967
512,256,2048,32,32,64,knm,1,1,4,os,7615
512,256,2048,32,32,64,knm,1,4,1,os,7539
512,256,2048,64,64,256,knm,4,1,1,os,3557
512,256,2048,64,64,256,knm,1,2,2,os,3581
512,256,2048,64,64,256,knm,2,1,2,os,3581
512,256,2048,64,64,256,knm,2,2,1,os,3557
512,256,2048,64,64,256,knm,1,1,4,os,3629
512,256,2048,64,64,256,knm,1,4,1,os,3557
512,256,2048,64,64,128,knm,4,1,1,os,3446
512,256,2048,64,64,128,knm,1,2,2,os,4086
512,256,2048,64,64,128,knm,2,1,2,os,4086
512,256,2048,64,64,128,knm,2,2,1,os,3446
512,256,2048,64,64,128,knm,1,1,4,os,5366
512,256,2048,64,64,128,knm,1,4,1,os,3446
512,256,2048,64,64,64,knm,4,1,1,os,4007
512,256,2048,64,64,64,knm,1,2,2,os,5287
512,256,2048,64,64,64,knm,2,1,2,os,5287
512,256,2048,64,64,64,knm,2,2,1,os,4007
512,256,2048,64,64,64,knm,1,1,4,os,7847
512,256,2048,64,64,64,knm,1,4,1,os,4007
512,256,2048,128,128,128,knm,4,1,1,os,4837
512,256,2048,128,128,128,knm,1,2,2,os,4901
512,256,2048,128,128,128,knm,2,1,2,os,4901
512,256,2048,128,128,128,knm,2,2,1,os,4837
512,256,2048,128,128,128,knm,1,1,4,os,5029
512,256,2048,128,128,128,knm,1,4,1,os,4837
512,256,2048,128,128,64,knm,4,1,1,os,3600
512,256,2048,128,128,64,knm,1,2,2,os,3696
512,256,2048,128,128,64,knm,2,1,2,os,3696
512,256,2048,128,128,64,knm,2,2,1,os,3600
512,256,2048,128,128,64,knm,1,1,4,os,3888
512,256,2048,128,128,64,knm,1,4,1,os,3600
512,256,1024,32,32,512,knm,4,1,1,os,3224
512,256,1024,32,32,512,knm,1,2,2,os,1931
512,256,1024,32,32,512,knm,2,1,2,os,1931
512,256,1024,32,32,512,knm,2,2,1,os,1835
512,256,1024,32,32,512,knm,1,1,4,os,2123
512,256,1024,32,32,512,knm,1,4,1,os,3224
512,256,1024,32,32,256,knm,4,1,1,os,3013
512,256,1024,32,32,256,knm,1,2,2,os,1743
512,256,1024,32,32,256,knm,2,1,2,os,1743
512,256,1024,32,32,256,knm,2,2,1,os,1583
512,256,1024,32,32,256,knm,1,1,4,os,2063
512,256,1024,32,32,256,knm,1,4,1,os,3013
512,256,1024,32,32,128,knm,4,1,1,os,3321
512,256,1024,32,32,128,knm,1,2,2,os,2061
512,256,1024,32,32,128,knm,2,1,2,os,2061
512,256,1024,32,32,128,knm,2,2,1,os,1741
512,256,1024,32,32,128,knm,1,1,4,os,2701
512,256,1024,32,32,128,knm,1,4,1,os,3321
512,256,1024,32,32,64,knm,4,1,1,os,3796
512,256,1024,32,32,64,knm,1,2,2,os,2618
512,256,1024,32,32,64,knm,2,1,2,os,2618
512,256,1024,32,32,64,knm,2,2,1,os,2010
512,256,1024,32,32,64,knm,1,1,4,os,3834
512,256,1024,32,32,64,knm,1,4,1,os,3796
512,256,1024,32,32,32,knm,4,1,1,os,5098
512,256,1024,32,32,32,knm,1,2,2,os,3958
512,256,1024,32,32,32,knm,2,1,2,os,3958
512,256,1024,32,32,32,knm,2,2,1,os,2742
512,256,1024,32,32,32,knm,1,1,4,os,6390
512,256,1024,32,32,32,knm,1,4,1,os,5098
512,256,1024,64,64,256,knm,4,1,1,os,2504
512,256,1024,64,64,256,knm,1,2,2,os,2520
512,256,1024,64,64,256,knm,2,1,2,os,2520
512,256,1024,64,64,256,knm,2,2,1,os,2504
512,256,1024,64,64,256,knm,1,1,4,os,2552
512,256,1024,64,64,256,knm,1,4,1,os,2504
512,256,1024,64,64,128,knm,4,1,1,os,2168
512,256,1024,64,64,128,knm,1,2,2,os,2552
512,256,1024,64,64,128,knm,2,1,2,os,2552
512,256,1024,64,64,128,knm,2,2,1,os,2168
512,256,1024,64,64,128,knm,1,1,4,os,3320
512,256,1024,64,64,128,knm,1,4,1,os,2168
512,256,1024,64,64,64,knm,4,1,1,os,2092
512,256,1024,64,64,64,knm,1,2,2,os,2732
512,256,1024,64,64,64,knm,2,1,2,os,2732
512,256,1024,64,64,64,knm,2,2,1,os,2092
512,256,1024,64,64,64,knm,1,1,4,os,4012
512,256,1024,64,64,64,knm,1,4,1,os,2092
512,256,1024,64,64,32,knm,4,1,1,os,2690
512,256,1024,64,64,32,knm,1,2,2,os,3970
512,256,1024,64,64,32,knm,2,1,2,os,3970
512,256,1024,64,64,32,knm,2,2,1,os,2690
512,256,1024,64,64,32,knm,1,1,4,os,6530
512,256,1024,64,64,32,knm,1,4,1,os,2690
512,256,1024,128,128,128,knm,4,1,1,os,2512
512,256,1024,128,128,128,knm,1,2,2,os,2544
512,256,1024,128,128,128,knm,2,1,2,os,2544
512,256,1024,128,128,128,knm,2,2,1,os,2512
512,256,1024,128,128,128,knm,1,1,4,os,2608
512,256,1024,128,128,128,knm,1,4,1,os,2512
512,256,1024,128,128,64,knm,4,1,1,os,2523
512,256,1024,128,128,64,knm,1,2,2,os,2587
512,256,1024,128,128,64,knm,2,1,2,os,2587
512,256,1024,128,128,64,knm,2,2,1,os,2523
512,256,1024,128,128,64,knm,1,1,4,os,2715
512,256,1024,128,128,64,knm,1,4,1,os,2523
512,256,1024,128,128,32,knm,4,1,1,os,3305
512,256,1024,128,128,32,knm,1,2,2,os,4841
512,256,1024,128,128,32,knm,2,1,2,os,4841
512,256,1024,128,128,32,knm,2,2,1,os,3305
512,256,1024,128,128,32,knm,1,1,4,os,7913
512,256,1024,128,128,32,knm,1,4,1,os,3305
512,512,8192,32,32,512,knm,4,1,1,os,40040
512,512,4096,32,32,512,knm,4,1,1,os,20092
512,512,8192,32,32,512,knm,1,2,2,os,23662
512,512,4096,32,32,512,knm,1,2,2,os,11903
512,512,8192,32,32,512,knm,2,1,2,os,23662
512,512,4096,32,32,512,knm,2,1,2,os,11903
512,512,8192,32,32,512,knm,2,2,1,os,22446
512,512,4096,32,32,512,knm,2,2,1,os,11295
512,512,8192,32,32,512,knm,1,1,4,os,26094
512,512,4096,32,32,512,knm,1,1,4,os,13119
512,512,8192,32,32,512,knm,1,4,1,os,40040
512,512,4096,32,32,512,knm,1,4,1,os,20092
512,512,8192,32,32,256,knm,4,1,1,os,46955
512,512,4096,32,32,256,knm,4,1,1,os,23512
512,512,8192,32,32,256,knm,1,2,2,os,27651
512,512,4096,32,32,256,knm,1,2,2,os,13860
512,512,8192,32,32,256,knm,2,1,2,os,27651
512,512,4096,32,32,256,knm,2,1,2,os,13860
512,512,8192,32,32,256,knm,2,2,1,os,25219
512,512,4096,32,32,256,knm,2,2,1,os,12644
512,512,8192,32,32,256,knm,1,1,4,os,32515
512,512,4096,32,32,256,knm,1,1,4,os,16292
512,512,8192,32,32,256,knm,1,4,1,os,46955
512,512,4096,32,32,256,knm,1,4,1,os,23512
512,512,8192,64,64,256,knm,4,1,1,os,20373
512,512,4096,64,64,256,knm,4,1,1,os,10897
512,512,8192,64,64,256,knm,1,2,2,os,20525
512,512,4096,64,64,256,knm,1,2,2,os,10977
512,512,8192,64,64,256,knm,2,1,2,os,20525
512,512,4096,64,64,256,knm,2,1,2,os,10977
512,512,8192,64,64,256,knm,2,2,1,os,20373
512,512,4096,64,64,256,knm,2,2,1,os,10897
512,512,8192,64,64,256,knm,1,1,4,os,20829
512,512,4096,64,64,256,knm,1,1,4,os,11137
512,512,8192,64,64,256,knm,1,4,1,os,20373
512,512,4096,64,64,256,knm,1,4,1,os,10897
512,512,4096,32,32,128,knm,4,1,1,os,27462
512,512,4096,32,32,128,knm,1,2,2,os,17886
512,512,4096,32,32,128,knm,2,1,2,os,17886
512,512,4096,32,32,128,knm,2,2,1,os,15454
512,512,4096,32,32,128,knm,1,1,4,os,22750
512,512,4096,32,32,128,knm,1,4,1,os,27462
512,512,4096,64,64,128,knm,4,1,1,os,12411
512,512,4096,64,64,128,knm,1,2,2,os,14843
512,512,4096,64,64,128,knm,2,1,2,os,14843
512,512,4096,64,64,128,knm,2,2,1,os,12411
512,512,4096,64,64,128,knm,1,1,4,os,19707
512,512,4096,64,64,128,knm,1,4,1,os,12411
512,512,4096,128,128,128,knm,4,1,1,os,11063
512,512,4096,128,128,128,knm,1,2,2,os,11223
512,512,4096,128,128,128,knm,2,1,2,os,11223
512,512,4096,128,128,128,knm,2,2,1,os,11063
512,512,4096,128,128,128,knm,1,1,4,os,11543
512,512,4096,128,128,128,knm,1,4,1,os,11063
512,512,2048,32,32,512,knm,4,1,1,os,10621
512,512,2048,32,32,512,knm,1,2,2,os,6311
512,512,2048,32,32,512,knm,2,1,2,os,6311
512,512,2048,32,32,512,knm,2,2,1,os,5991
512,512,2048,32,32,512,knm,1,1,4,os,6951
512,512,2048,32,32,512,knm,1,4,1,os,10621
512,512,2048,32,32,256,knm,4,1,1,os,11791
512,512,2048,32,32,256,knm,1,2,2,os,6965
512,512,2048,32,32,256,knm,2,1,2,os,6965
512,512,2048,32,32,256,knm,2,2,1,os,6357
512,512,2048,32,32,256,knm,1,1,4,os,8181
512,512,2048,32,32,256,knm,1,4,1,os,11791
512,512,2048,32,32,128,knm,4,1,1,os,13747
512,512,2048,32,32,128,knm,1,2,2,os,8959
512,512,2048,32,32,128,knm,2,1,2,os,8959
512,512,2048,32,32,128,knm,2,2,1,os,7743
512,512,2048,32,32,128,knm,1,1,4,os,11391
512,512,2048,32,32,128,knm,1,4,1,os,13747
512,512,2048,32,32,64,knm,4,1,1,os,17716
512,512,2048,32,32,64,knm,1,2,2,os,13004
512,512,2048,32,32,64,knm,2,1,2,os,13004
