24,28672
48,28672
96,28672
192,28672
48,14336
96,14336
192,14336
96,7168
192,7168
192,3584
6,28672
12,28672
12,14336
24,14336
24,7168
48,7168
48,3584
96,3584
96,1792
192,1792
192,896
32,28672
64,28672
128,28672
256,28672
64,14336
128,14336
256,14336
128,7168
256,7168
256,3584
8,28672
16,28672
16,14336
32,14336
32,7168
64,7168
64,3584
128,3584
128,1792
256,1792
256,896
384,28672
384,14336
384,7168
384,3584
384,1792
384,896
80,28672
160,28672
320,28672
640,28672
160,14336
320,14336
640,14336
320,7168
640,7168
640,3584
20,28672
40,28672
40,14336
80,14336
80,7168
160,7168
160,3584
320,3584
320,1792
640,1792
640,896
144,28672
288,28672
576,28672
1152,28672
288,14336
576,14336
1152,14336
576,7168
1152,7168
1152,3584
36,28672
72,28672
72,14336
144,14336
144,7168
288,7168
288,3584
576,3584
576,1792
1152,1792
1152,896
272,28672
544,28672
1088,28672
2176,28672
544,14336
1088,14336
2176,14336
1088,7168
2176,7168
2176,3584
68,28672
136,28672
136,14336
272,14336
272,7168
544,7168
544,3584
1088,3584
1088,1792
2176,1792
2176,896
528,28672
1056,28672
2112,28672
4224,28672
1056,14336
2112,14336
4224,14336
2112,7168
4224,7168
4224,3584
132,28672
264,28672
264,14336
528,14336
528,7168
1056,7168
1056,3584
2112,3584
2112,1792
4224,1792
4224,896
192,18432
192,2048
192,9216
192,1024
192,4608
192,512
192,2304
192,256
192,1152
192,128
256,18432
256,2048
256,9216
256,1024
256,4608
256,512
256,2304
256,256
256,1152
256,128
384,18432
384,2048
384,9216
384,1024
384,4608
384,512
384,2304
384,256
384,1152
384,128
640,18432
640,2048
640,9216
640,1024
640,4608
640,512
640,2304
640,256
640,1152
640,128
1152,18432
1152,2048
1152,9216
1152,1024
1152,4608
1152,512
1152,2304
1152,256
1152,1152
1152,128
2176,18432
2176,2048
2176,9216
2176,1024
2176,4608
2176,512
2176,2304
2176,256
2176,1152
2176,128
4224,18432
4224,2048
4224,9216
4224,1024
4224,4608
4224,512
4224,2304
4224,256
4224,1152
4224,128
