M, N, latency
16, 53248, 2.1360567375886526e-06
32, 53248, 4.272113475177305e-06
64, 53248, 8.54422695035461e-06
128, 53248, 1.708845390070922e-05
256, 53248, 3.417690780141844e-05
512, 53248, 6.835381560283688e-05
32, 26624, 2.1360567375886526e-06
64, 26624, 4.272113475177305e-06
128, 26624, 8.54422695035461e-06
256, 26624, 1.708845390070922e-05
512, 26624, 3.417690780141844e-05
64, 13312, 2.1360567375886526e-06
128, 13312, 4.272113475177305e-06
256, 13312, 8.54422695035461e-06
512, 13312, 1.708845390070922e-05
128, 6656, 2.1360567375886526e-06
256, 6656, 4.272113475177305e-06
512, 6656, 8.54422695035461e-06
256, 3328, 2.1360567375886526e-06
512, 3328, 4.272113475177305e-06
512, 1664, 2.1360567375886526e-06
4, 53248, 5.340141843971631e-07
8, 53248, 1.0680283687943263e-06
8, 26624, 5.340141843971631e-07
16, 26624, 1.0680283687943263e-06
16, 13312, 5.340141843971631e-07
32, 13312, 1.0680283687943263e-06
32, 6656, 5.340141843971631e-07
64, 6656, 1.0680283687943263e-06
64, 3328, 5.340141843971631e-07
128, 3328, 1.0680283687943263e-06
128, 1664, 5.340141843971631e-07
256, 1664, 1.0680283687943263e-06
256, 832, 5.340141843971631e-07
512, 832, 1.0680283687943263e-06
512, 416, 5.340141843971631e-07
768, 53248, 0.00010253072340425532
768, 26624, 5.126536170212766e-05
768, 13312, 2.563268085106383e-05
768, 6656, 1.2816340425531915e-05
768, 3328, 6.408170212765957e-06
768, 1664, 3.2040851063829787e-06
768, 832, 1.6020425531914893e-06
768, 416, 8.215602836879432e-07
513, 53248, 6.851812765957446e-05
513, 26624, 3.425906382978723e-05
513, 13312, 1.7129531914893616e-05
513, 6656, 8.585304964539007e-06
513, 3328, 4.313191489361702e-06
513, 1664, 2.1771347517730495e-06
513, 832, 1.1091063829787235e-06
513, 416, 5.750921985815602e-07
514, 53248, 6.864136170212766e-05
514, 26624, 3.434121985815603e-05
514, 13312, 1.7170609929078015e-05
514, 6656, 8.585304964539007e-06
514, 3328, 4.313191489361702e-06
514, 1664, 2.1771347517730495e-06
514, 832, 1.1091063829787235e-06
514, 416, 5.750921985815602e-07
516, 53248, 6.888782978723405e-05
516, 26624, 3.446445390070922e-05
516, 13312, 1.725276595744681e-05
516, 6656, 8.626382978723404e-06
516, 3328, 4.313191489361702e-06
516, 1664, 2.1771347517730495e-06
516, 832, 1.1091063829787235e-06
516, 416, 5.750921985815602e-07
520, 53248, 6.94218439716312e-05
520, 26624, 3.47109219858156e-05
520, 13312, 1.7376e-05
520, 6656, 8.708539007092198e-06
520, 3328, 4.354269503546099e-06
520, 1664, 2.1771347517730495e-06
520, 832, 1.1091063829787235e-06
520, 416, 5.750921985815602e-07
528, 53248, 7.048987234042553e-05
528, 26624, 3.5244936170212765e-05
528, 13312, 1.7622468085106383e-05
528, 6656, 8.83177304964539e-06
528, 3328, 4.436425531914894e-06
528, 1664, 2.218212765957447e-06
528, 832, 1.1091063829787235e-06
528, 416, 5.750921985815602e-07
544, 53248, 7.262592907801419e-05
544, 26624, 3.6312964539007096e-05
544, 13312, 1.8156482269503548e-05
544, 6656, 9.078241134751774e-06
544, 3328, 4.559659574468085e-06
544, 1664, 2.300368794326241e-06
544, 832, 1.1501843971631204e-06
544, 416, 5.750921985815602e-07
576, 53248, 7.689804255319149e-05
576, 26624, 3.8449021276595744e-05
576, 13312, 1.9224510638297872e-05
576, 6656, 9.612255319148936e-06
576, 3328, 4.806127659574468e-06
576, 1664, 2.4236028368794325e-06
576, 832, 1.2323404255319147e-06
576, 416, 6.161702127659574e-07
640, 53248, 8.544226950354611e-05
640, 26624, 4.2721134751773053e-05
640, 13312, 2.1360567375886527e-05
640, 6656, 1.0680283687943263e-05
640, 3328, 5.340141843971632e-06
640, 1664, 2.670070921985816e-06
640, 832, 1.3555744680851064e-06
640, 416, 6.983262411347518e-07
1024, 53248, 0.00013670763120567377
1024, 26624, 6.835381560283688e-05
1024, 13312, 3.417690780141844e-05
1024, 6656, 1.708845390070922e-05
