M, N, latency
66, 1664, 1.1446606786427146e-07
132, 1664, 2.1257984031936127e-07
132, 832, 1.1446606786427146e-07
264, 832, 2.1257984031936127e-07
264, 416, 1.1446606786427146e-07
34, 53248, 1.7660479041916169e-06
68, 53248, 3.515743512974052e-06
136, 53248, 7.015134730538922e-06
272, 53248, 1.4030269461077843e-05
34, 26624, 8.830239520958084e-07
68, 26624, 1.7660479041916169e-06
136, 26624, 3.515743512974052e-06
272, 26624, 7.015134730538922e-06
34, 13312, 4.415119760479042e-07
68, 13312, 8.830239520958084e-07
136, 13312, 1.7660479041916169e-06
272, 13312, 3.515743512974052e-06
68, 6656, 4.415119760479042e-07
136, 6656, 8.830239520958084e-07
272, 6656, 1.7660479041916169e-06
136, 3328, 4.415119760479042e-07
272, 3328, 8.830239520958084e-07
272, 1664, 4.415119760479042e-07
34, 6656, 2.2893213572854293e-07
34, 3328, 1.1446606786427146e-07
68, 3328, 2.2893213572854293e-07
68, 1664, 1.1446606786427146e-07
136, 1664, 2.2893213572854293e-07
136, 832, 1.1446606786427146e-07
272, 832, 2.2893213572854293e-07
272, 416, 1.1446606786427146e-07
18, 53248, 9.320808383233532e-07
36, 53248, 1.8641616766467065e-06
72, 53248, 3.711971057884232e-06
144, 53248, 7.423942115768464e-06
288, 53248, 1.4847884231536927e-05
18, 26624, 4.742165668662675e-07
36, 26624, 9.320808383233532e-07
72, 26624, 1.8641616766467065e-06
144, 26624, 3.711971057884232e-06
288, 26624, 7.423942115768464e-06
36, 13312, 4.742165668662675e-07
72, 13312, 9.320808383233532e-07
144, 13312, 1.8641616766467065e-06
288, 13312, 3.711971057884232e-06
72, 6656, 4.742165668662675e-07
144, 6656, 9.320808383233532e-07
288, 6656, 1.8641616766467065e-06
144, 3328, 4.742165668662675e-07
288, 3328, 9.320808383233532e-07
288, 1664, 4.742165668662675e-07
18, 13312, 2.4528443113772456e-07
18, 6656, 1.308183632734531e-07
36, 6656, 2.4528443113772456e-07
36, 3328, 1.308183632734531e-07
72, 3328, 2.4528443113772456e-07
72, 1664, 1.308183632734531e-07
144, 1664, 2.4528443113772456e-07
144, 832, 1.308183632734531e-07
288, 832, 2.4528443113772456e-07
288, 416, 1.308183632734531e-07
10, 53248, 5.232734530938124e-07
20, 53248, 1.0465469061876247e-06
40, 53248, 2.076741516966068e-06
80, 53248, 4.137130738522954e-06
