33,8192
65,8192
129,8192
257,8192
9,8192
17,8192
258,8192
130,8192
260,8192
66,8192
132,8192
264,8192
34,8192
68,8192
136,8192
272,8192
36,8192
72,8192
144,8192
288,8192
18,8192
40,8192
80,8192
160,8192
320,8192
10,8192
20,8192
48,8192
96,8192
192,8192
384,8192
12,8192
24,8192
64,8192
128,8192
256,8192
512,8192
16,8192
32,8192
768,8192
513,8192
514,8192
516,8192
520,8192
528,8192
544,8192
576,8192
640,8192
1024,8192
1025,8192
1026,8192
1028,8192
1032,8192
1040,8192
1056,8192
1088,8192
1152,8192
1280,8192
1536,8192
2049,8192
2050,8192
2052,8192
2056,8192
2064,8192
2080,8192
2112,8192
2176,8192
2304,8192
2560,8192
9,16384
17,16384
33,16384
65,16384
129,16384
257,16384
3,16384
5,16384
258,16384
130,16384
260,16384
66,16384
132,16384
264,16384
34,16384
68,16384
136,16384
272,16384
18,16384
36,16384
72,16384
144,16384
288,16384
10,16384
20,16384
40,16384
80,16384
160,16384
320,16384
12,16384
24,16384
48,16384
96,16384
192,16384
384,16384
6,16384
16,16384
32,16384
64,16384
128,16384
256,16384
512,16384
4,16384
8,16384
768,16384
513,16384
514,16384
516,16384
520,16384
528,16384
544,16384
576,16384
640,16384
1024,16384
1025,16384
1026,16384
1028,16384
1032,16384
1040,16384
1056,16384
1088,16384
1152,16384
1280,16384
1536,16384
2049,16384
2050,16384
2052,16384
2056,16384
2064,16384
2080,16384
2112,16384
2176,16384
2304,16384
2560,16384
257,5120
258,5120
260,5120
264,5120
272,5120
288,5120
320,5120
384,5120
512,5120
768,5120
513,5120
514,5120
516,5120
520,5120
528,5120
544,5120
576,5120
640,5120
1024,5120
1025,5120
1026,5120
1028,5120
1032,5120
1040,5120
1056,5120
1088,5120
1152,5120
1280,5120
1536,5120
2049,5120
2050,5120
2052,5120
2056,5120
2064,5120
2080,5120
2112,5120
2176,5120
2304,5120
2560,5120
257,7168
258,7168
260,7168
264,7168
272,7168
288,7168
320,7168
384,7168
512,7168
768,7168
513,7168
514,7168
516,7168
520,7168
528,7168
544,7168
576,7168
640,7168
1024,7168
1025,7168
1026,7168
1028,7168
1032,7168
1040,7168
1056,7168
1088,7168
1152,7168
1280,7168
1536,7168
2049,7168
2050,7168
2052,7168
2056,7168
2064,7168
2080,7168
2112,7168
2176,7168
2304,7168
2560,7168
