33,28672
65,28672
129,28672
257,28672
65,14336
129,14336
257,14336
129,7168
257,7168
257,3584
9,28672
17,28672
17,14336
33,14336
33,7168
65,7168
65,3584
129,3584
129,1792
257,1792
257,896
258,28672
258,14336
258,7168
258,3584
258,1792
258,896
130,28672
260,28672
130,14336
260,14336
130,7168
260,7168
260,3584
130,3584
130,1792
260,1792
260,896
66,28672
132,28672
264,28672
66,14336
132,14336
264,14336
132,7168
264,7168
264,3584
66,7168
66,3584
132,3584
132,1792
264,1792
264,896
34,28672
68,28672
136,28672
272,28672
68,14336
136,14336
272,14336
136,7168
272,7168
272,3584
34,14336
34,7168
68,7168
68,3584
136,3584
136,1792
272,1792
272,896
36,28672
72,28672
144,28672
288,28672
72,14336
144,14336
288,14336
144,7168
288,7168
288,3584
18,28672
18,14336
36,14336
36,7168
72,7168
72,3584
144,3584
144,1792
288,1792
288,896
40,28672
80,28672
160,28672
320,28672
80,14336
160,14336
320,14336
160,7168
320,7168
320,3584
10,28672
20,28672
20,14336
40,14336
40,7168
80,7168
80,3584
160,3584
160,1792
320,1792
320,896
48,28672
96,28672
192,28672
384,28672
96,14336
192,14336
384,14336
192,7168
384,7168
384,3584
12,28672
24,28672
24,14336
48,14336
48,7168
96,7168
96,3584
192,3584
192,1792
384,1792
384,896
64,28672
128,28672
256,28672
512,28672
128,14336
256,14336
512,14336
256,7168
512,7168
512,3584
16,28672
32,28672
32,14336
64,14336
64,7168
128,7168
128,3584
256,3584
256,1792
512,1792
512,896
768,28672
768,14336
768,7168
768,3584
768,1792
768,896
513,28672
513,14336
513,7168
513,3584
513,1792
513,896
514,28672
514,14336
514,7168
514,3584
514,1792
514,896
516,28672
516,14336
516,7168
516,3584
516,1792
516,896
520,28672
520,14336
520,7168
520,3584
520,1792
520,896
528,28672
528,14336
528,7168
528,3584
528,1792
528,896
544,28672
544,14336
544,7168
544,3584
544,1792
544,896
576,28672
576,14336
576,7168
576,3584
576,1792
576,896
640,28672
640,14336
640,7168
640,3584
640,1792
640,896
1024,28672
1024,14336
1024,7168
1024,3584
1024,1792
1024,896
1025,28672
1025,14336
1025,7168
1025,3584
1025,1792
1025,896
1026,28672
1026,14336
1026,7168
1026,3584
1026,1792
1026,896
1028,28672
1028,14336
1028,7168
1028,3584
1028,1792
1028,896
1032,28672
1032,14336
1032,7168
1032,3584
1032,1792
1032,896
1040,28672
1040,14336
1040,7168
1040,3584
1040,1792
1040,896
1056,28672
1056,14336
1056,7168
1056,3584
1056,1792
1056,896
1088,28672
1088,14336
1088,7168
1088,3584
1088,1792
1088,896
1152,28672
1152,14336
1152,7168
1152,3584
1152,1792
1152,896
1280,28672
1280,14336
1280,7168
1280,3584
1280,1792
1280,896
1536,28672
1536,14336
1536,7168
1536,3584
1536,1792
1536,896
2049,28672
2049,14336
2049,7168
2049,3584
2049,1792
2049,896
2050,28672
2050,14336
2050,7168
2050,3584
2050,1792
2050,896
2052,28672
2052,14336
2052,7168
2052,3584
2052,1792
2052,896
2056,28672
2056,14336
2056,7168
2056,3584
2056,1792
2056,896
2064,28672
2064,14336
2064,7168
2064,3584
2064,1792
2064,896
2080,28672
2080,14336
2080,7168
2080,3584
2080,1792
2080,896
2112,28672
2112,14336
2112,7168
2112,3584
2112,1792
2112,896
2176,28672
2176,14336
2176,7168
2176,3584
2176,1792
2176,896
2304,28672
2304,14336
2304,7168
2304,3584
2304,1792
2304,896
2560,28672
2560,14336
2560,7168
2560,3584
2560,1792
2560,896
9,53248
17,53248
33,53248
65,53248
129,53248
257,53248
17,26624
33,26624
65,26624
129,26624
257,26624
33,13312
65,13312
129,13312
257,13312
65,6656
129,6656
257,6656
129,3328
257,3328
257,1664
3,53248
5,53248
5,26624
9,26624
9,13312
17,13312
17,6656
33,6656
33,3328
65,3328
65,1664
129,1664
129,832
257,832
257,416
258,53248
258,26624
258,13312
258,6656
258,3328
258,1664
258,832
258,416
130,53248
260,53248
130,26624
260,26624
130,13312
260,13312
130,6656
260,6656
130,3328
260,3328
260,1664
130,1664
130,832
260,832
260,416
66,53248
132,53248
264,53248
66,26624
132,26624
264,26624
66,13312
132,13312
264,13312
66,6656
132,6656
264,6656
132,3328
264,3328
264,1664
66,3328
66,1664
132,1664
132,832
264,832
264,416
34,53248
68,53248
136,53248
272,53248
34,26624
68,26624
136,26624
272,26624
34,13312
68,13312
136,13312
272,13312
68,6656
136,6656
272,6656
136,3328
272,3328
272,1664
34,6656
34,3328
68,3328
68,1664
136,1664
136,832
272,832
272,416
18,53248
36,53248
72,53248
144,53248
288,53248
18,26624
36,26624
72,26624
144,26624
288,26624
36,13312
72,13312
144,13312
288,13312
72,6656
144,6656
288,6656
144,3328
288,3328
288,1664
18,13312
18,6656
36,6656
36,3328
72,3328
72,1664
144,1664
144,832
288,832
288,416
10,53248
20,53248
40,53248
80,53248
160,53248
320,53248
20,26624
40,26624
80,26624
160,26624
320,26624
40,13312
80,13312
160,13312
320,13312
80,6656
160,6656
320,6656
160,3328
320,3328
320,1664
10,26624
10,13312
20,13312
20,6656
40,6656
40,3328
80,3328
80,1664
160,1664
160,832
320,832
320,416
12,53248
24,53248
48,53248
96,53248
192,53248
384,53248
24,26624
48,26624
96,26624
192,26624
384,26624
48,13312
96,13312
192,13312
384,13312
96,6656
192,6656
384,6656
192,3328
384,3328
384,1664
6,53248
6,26624
12,26624
12,13312
24,13312
24,6656
48,6656
48,3328
96,3328
96,1664
192,1664
192,832
384,832
384,416
16,53248
32,53248
64,53248
128,53248
256,53248
512,53248
32,26624
64,26624
128,26624
256,26624
512,26624
64,13312
128,13312
256,13312
512,13312
128,6656
256,6656
512,6656
256,3328
512,3328
512,1664
4,53248
8,53248
8,26624
16,26624
16,13312
32,13312
32,6656
64,6656
64,3328
128,3328
128,1664
256,1664
256,832
512,832
512,416
768,53248
768,26624
768,13312
768,6656
768,3328
768,1664
768,832
768,416
513,53248
513,26624
513,13312
513,6656
513,3328
513,1664
513,832
513,416
514,53248
514,26624
514,13312
514,6656
514,3328
514,1664
514,832
514,416
516,53248
516,26624
516,13312
516,6656
516,3328
516,1664
516,832
516,416
520,53248
520,26624
520,13312
520,6656
520,3328
520,1664
520,832
520,416
528,53248
528,26624
528,13312
528,6656
528,3328
528,1664
528,832
528,416
544,53248
544,26624
544,13312
544,6656
544,3328
544,1664
544,832
544,416
576,53248
576,26624
576,13312
576,6656
576,3328
576,1664
576,832
576,416
640,53248
640,26624
640,13312
640,6656
640,3328
640,1664
640,832
640,416
1024,53248
1024,26624
1024,13312
1024,6656
1024,3328
1024,1664
1024,832
1024,416
1025,53248
1025,26624
1025,13312
1025,6656
1025,3328
1025,1664
1025,832
