1025,416
1026,53248
1026,26624
1026,13312
1026,6656
1026,3328
1026,1664
1026,832
1026,416
1028,53248
1028,26624
1028,13312
1028,6656
1028,3328
1028,1664
1028,832
1028,416
1032,53248
1032,26624
1032,13312
1032,6656
1032,3328
1032,1664
1032,832
1032,416
1040,53248
1040,26624
1040,13312
1040,6656
1040,3328
1040,1664
1040,832
1040,416
1056,53248
1056,26624
1056,13312
1056,6656
1056,3328
1056,1664
1056,832
1056,416
1088,53248
1088,26624
1088,13312
1088,6656
1088,3328
1088,1664
1088,832
1088,416
1152,53248
1152,26624
1152,13312
1152,6656
1152,3328
1152,1664
1152,832
1152,416
1280,53248
1280,26624
1280,13312
1280,6656
1280,3328
1280,1664
1280,832
1280,416
1536,53248
1536,26624
1536,13312
1536,6656
1536,3328
1536,1664
1536,832
1536,416
2049,53248
2049,26624
2049,13312
2049,6656
2049,3328
2049,1664
2049,832
2049,416
2050,53248
2050,26624
2050,13312
2050,6656
2050,3328
2050,1664
2050,832
2050,416
2052,53248
2052,26624
2052,13312
2052,6656
2052,3328
2052,1664
2052,832
2052,416
2056,53248
2056,26624
2056,13312
2056,6656
2056,3328
2056,1664
2056,832
2056,416
2064,53248
2064,26624
2064,13312
2064,6656
2064,3328
2064,1664
2064,832
2064,416
2080,53248
2080,26624
2080,13312
2080,6656
2080,3328
2080,1664
2080,832
2080,416
2112,53248
2112,26624
2112,13312
2112,6656
2112,3328
2112,1664
2112,832
2112,416
2176,53248
2176,26624
2176,13312
2176,6656
2176,3328
2176,1664
2176,832
2176,416
2304,53248
2304,26624
2304,13312
2304,6656
2304,3328
2304,1664
2304,832
2304,416
2560,53248
2560,26624
2560,13312
2560,6656
2560,3328
2560,1664
2560,832
2560,416
257,12288
257,3072
257,1536
257,6144
257,768
257,384
258,12288
258,3072
258,1536
258,6144
258,768
258,384
260,12288
260,3072
260,1536
260,6144
260,768
260,384
264,12288
264,3072
264,1536
264,6144
264,768
264,384
272,12288
272,3072
272,1536
272,6144
272,768
272,384
288,12288
288,3072
288,1536
288,6144
288,768
288,384
320,12288
320,3072
320,1536
320,6144
320,768
320,384
384,12288
384,3072
384,1536
384,6144
384,768
384,384
512,12288
512,3072
512,1536
512,6144
512,768
512,384
768,12288
768,3072
768,1536
768,6144
768,768
768,384
513,12288
513,3072
513,1536
513,6144
513,768
513,384
514,12288
514,3072
514,1536
514,6144
514,768
514,384
516,12288
516,3072
516,1536
516,6144
516,768
516,384
520,12288
520,3072
520,1536
520,6144
520,768
520,384
528,12288
528,3072
528,1536
528,6144
528,768
528,384
544,12288
544,3072
544,1536
544,6144
544,768
544,384
576,12288
576,3072
576,1536
576,6144
576,768
576,384
640,12288
640,3072
640,1536
640,6144
640,768
640,384
1024,12288
1024,3072
1024,1536
1024,6144
1024,768
1024,384
1025,12288
1025,3072
1025,1536
1025,6144
1025,768
1025,384
1026,12288
1026,3072
1026,1536
1026,6144
1026,768
1026,384
1028,12288
1028,3072
1028,1536
1028,6144
1028,768
1028,384
1032,12288
1032,3072
1032,1536
1032,6144
1032,768
1032,384
1040,12288
1040,3072
1040,1536
1040,6144
1040,768
1040,384
1056,12288
1056,3072
1056,1536
1056,6144
1056,768
1056,384
1088,12288
1088,3072
1088,1536
1088,6144
1088,768
1088,384
1152,12288
1152,3072
1152,1536
1152,6144
1152,768
1152,384
1280,12288
1280,3072
1280,1536
1280,6144
1280,768
1280,384
1536,12288
1536,3072
1536,1536
1536,6144
1536,768
1536,384
2049,12288
2049,3072
2049,1536
2049,6144
2049,768
2049,384
2050,12288
2050,3072
2050,1536
2050,6144
2050,768
2050,384
2052,12288
2052,3072
2052,1536
2052,6144
2052,768
2052,384
2056,12288
2056,3072
2056,1536
2056,6144
2056,768
2056,384
2064,12288
2064,3072
2064,1536
2064,6144
2064,768
2064,384
2080,12288
2080,3072
2080,1536
2080,6144
2080,768
2080,384
2112,12288
2112,3072
2112,1536
2112,6144
2112,768
2112,384
2176,12288
2176,3072
2176,1536
2176,6144
2176,768
2176,384
2304,12288
2304,3072
2304,1536
2304,6144
2304,768
2304,384
2560,12288
2560,3072
2560,1536
2560,6144
2560,768
2560,384
257,18432
257,2048
257,9216
257,1024
257,4608
257,512
257,2304
257,256
257,1152
257,128
258,18432
258,2048
258,9216
258,1024
258,4608
258,512
258,2304
258,256
258,1152
258,128
260,18432
260,2048
260,9216
260,1024
260,4608
260,512
260,2304
260,256
260,1152
260,128
264,18432
264,2048
264,9216
264,1024
264,4608
264,512
264,2304
264,256
264,1152
264,128
272,18432
272,2048
272,9216
272,1024
272,4608
272,512
272,2304
272,256
272,1152
272,128
288,18432
288,2048
288,9216
288,1024
288,4608
288,512
288,2304
288,256
288,1152
288,128
320,18432
320,2048
320,9216
320,1024
320,4608
320,512
320,2304
320,256
320,1152
320,128
384,18432
384,2048
384,9216
384,1024
384,4608
384,512
384,2304
384,256
384,1152
384,128
512,18432
512,2048
512,9216
512,1024
512,4608
512,512
512,2304
512,256
512,1152
512,128
768,18432
768,2048
768,9216
768,1024
768,4608
768,512
768,2304
768,256
768,1152
768,128
513,18432
513,2048
513,9216
513,1024
513,4608
513,512
513,2304
513,256
513,1152
513,128
514,18432
514,2048
514,9216
514,1024
514,4608
514,512
514,2304
514,256
514,1152
514,128
516,18432
516,2048
516,9216
516,1024
516,4608
516,512
516,2304
516,256
516,1152
516,128
520,18432
520,2048
520,9216
520,1024
520,4608
520,512
520,2304
520,256
520,1152
520,128
528,18432
528,2048
528,9216
528,1024
528,4608
528,512
528,2304
528,256
528,1152
528,128
544,18432
544,2048
544,9216
544,1024
544,4608
544,512
544,2304
544,256
544,1152
544,128
576,18432
576,2048
576,9216
576,1024
576,4608
576,512
576,2304
576,256
576,1152
576,128
640,18432
640,2048
640,9216
640,1024
640,4608
640,512
640,2304
640,256
640,1152
640,128
1024,18432
1024,2048
1024,9216
1024,1024
1024,4608
1024,512
1024,2304
1024,256
1024,1152
1024,128
1025,18432
1025,2048
1025,9216
1025,1024
1025,4608
1025,512
1025,2304
1025,256
1025,1152
1025,128
1026,18432
1026,2048
1026,9216
1026,1024
1026,4608
1026,512
1026,2304
1026,256
1026,1152
1026,128
1028,18432
1028,2048
1028,9216
1028,1024
1028,4608
1028,512
1028,2304
1028,256
1028,1152
1028,128
1032,18432
1032,2048
1032,9216
1032,1024
1032,4608
1032,512
1032,2304
1032,256
1032,1152
1032,128
1040,18432
1040,2048
1040,9216
1040,1024
1040,4608
1040,512
1040,2304
1040,256
1040,1152
1040,128
1056,18432
1056,2048
1056,9216
1056,1024
1056,4608
1056,512
1056,2304
1056,256
1056,1152
1056,128
1088,18432
1088,2048
1088,9216
1088,1024
1088,4608
1088,512
1088,2304
1088,256
1088,1152
1088,128
1152,18432
1152,2048
1152,9216
1152,1024
1152,4608
1152,512
1152,2304
1152,256
1152,1152
1152,128
1280,18432
1280,2048
1280,9216
1280,1024
1280,4608
1280,512
1280,2304
1280,256
1280,1152
1280,128
1536,18432
1536,2048
1536,9216
1536,1024
1536,4608
1536,512
1536,2304
1536,256
1536,1152
1536,128
2049,18432
2049,2048
2049,9216
2049,1024
2049,4608
2049,512
2049,2304
2049,256
2049,1152
2049,128
2050,18432
2050,2048
2050,9216
2050,1024
2050,4608
2050,512
2050,2304
2050,256
2050,1152
2050,128
2052,18432
2052,2048
2052,9216
2052,1024
2052,4608
2052,512
2052,2304
2052,256
2052,1152
2052,128
2056,18432
2056,2048
2056,9216
2056,1024
2056,4608
2056,512
2056,2304
2056,256
2056,1152
2056,128
2064,18432
2064,2048
2064,9216
2064,1024
2064,4608
2064,512
2064,2304
2064,256
2064,1152
2064,128
2080,18432
2080,2048
2080,9216
2080,1024
2080,4608
2080,512
2080,2304
2080,256
2080,1152
2080,128
2112,18432
2112,2048
2112,9216
2112,1024
2112,4608
2112,512
2112,2304
2112,256
2112,1152
2112,128
2176,18432
2176,2048
2176,9216
2176,1024
2176,4608
2176,512
2176,2304
2176,256
2176,1152
2176,128
2304,18432
2304,2048
2304,9216
2304,1024
2304,4608
2304,512
2304,2304
2304,256
2304,1152
2304,128
2560,18432
2560,2048
2560,9216
2560,1024
2560,4608
2560,512
2560,2304
2560,256
2560,1152
2560,128
