M, N, latency
2048, 256, 8.535655960805662e-07
64, 1, 4.354926510615133e-09
4096, 256, 1.6755579749591726e-06
8192, 256, 3.3184540010887318e-06
16384, 256, 6.57267283614589e-06
2048, 256, 8.535655960805662e-07
4096, 256, 1.6755579749591726e-06
8192, 256, 3.3184540010887318e-06
2048, 256, 8.535655960805662e-07
4096, 256, 1.6755579749591726e-06
2048, 256, 8.535655960805662e-07
512, 256, 2.3734349482852478e-07
1024, 256, 4.431137724550898e-07
512, 256, 2.3734349482852478e-07
1024, 256, 4.431137724550898e-07
512, 256, 2.3734349482852478e-07
1024, 256, 4.431137724550898e-07
512, 256, 2.3734349482852478e-07
1024, 256, 4.431137724550898e-07
512, 256, 2.3734349482852478e-07
1024, 256, 4.431137724550898e-07
512, 256, 2.3734349482852478e-07
64, 2, 4.354926510615133e-09
64, 4, 4.354926510615133e-09
64, 8, 5.443658138268916e-09
64, 16, 7.869488296135003e-09
64, 32, 1.2472781709308656e-08
64, 64, 2.1679368535655963e-08
64, 128, 3.900381056069679e-08
64, 256, 7.474142623843223e-08
64, 512, 1.4621665759390312e-07
64, 1024, 2.9025585193249867e-07
64, 2048, 5.77245508982036e-07
64, 4096, 1.1523135547087643e-06
64, 8192, 2.3013609145345676e-06
64, 16384, 4.602721829069135e-06
64, 32768, 9.204354926510617e-06
4096, 512, 3.331518780620577e-06
8192, 512, 6.599891126837235e-06
16384, 512, 1.3074578116494284e-05
32768, 512, 2.6023952095808383e-05
4096, 512, 3.331518780620577e-06
8192, 512, 6.599891126837235e-06
16384, 512, 1.3074578116494284e-05
4096, 512, 3.331518780620577e-06
8192, 512, 6.599891126837235e-06
4096, 512, 3.331518780620577e-06
1024, 512, 8.796951551442569e-07
2048, 512, 1.6973326075122483e-06
1024, 512, 8.796951551442569e-07
2048, 512, 1.6973326075122483e-06
1024, 512, 8.796951551442569e-07
2048, 512, 1.6973326075122483e-06
1024, 512, 8.796951551442569e-07
2048, 512, 1.6973326075122483e-06
1024, 512, 8.796951551442569e-07
2048, 512, 1.6973326075122483e-06
1024, 512, 8.796951551442569e-07
8192, 1024, 1.316276537833424e-05
16384, 1024, 2.6078388677191072e-05
32768, 1024, 5.203483941208492e-05
65536, 1024, 0.00010382253674469243
8192, 1024, 1.316276537833424e-05
16384, 1024, 2.6078388677191072e-05
