device_count, prefill_len, fc_latency, attn_latency, other_latency, total_latency, allreduce_latency, fc_roofline, attn_roofline
32, 4096, 0.0006310321175830158, 8.828581866569891e-05, 0.00016814016149519143, 0.0008874580977439062, 0.0009448101333333332, 0.00033729618449052307, 2.9013333333333336e-05
32, 4608, 0.0007044447468698965, 0.00011160570495372891, 0.00020451779622573035, 0.0010205682480493557, 0.0010562213333333334, 0.0003794582075518385, 3.648e-05
48, 384, 5.206586826347305e-05, 1.1681800036291054e-06, 6.914696062420614e-06, 6.0148744329522775e-05, 0.0001370789333333333, 2.10746770920968e-05, 2.6666666666666667e-07
48, 512, 6.4971692977681e-05, 1.5005867053771245e-06, 9.229552712756305e-06, 7.570183239581443e-05, 0.00016493173333333335, 2.8099569456129065e-05, 4.266666666666667e-07
48, 768, 9.16418072945019e-05, 3.0265723099256035e-06, 1.5017198330611505e-05, 0.00010968557793503901, 0.00022063733333333336, 4.21493541841936e-05, 8.533333333333334e-07
48, 1024, 0.00011951333696243877, 4.3591072400653235e-06, 2.0544637089457448e-05, 0.00014441708129196153, 0.0002763429333333333, 5.619913891225813e-05, 1.4222222222222223e-06
48, 1280, 0.00014808111050626022, 7.05072279683058e-06, 2.7388352386136817e-05, 0.00018252018568922762, 0.0003320485333333334, 7.024892364032267e-05, 2.1333333333333334e-06
48, 1536, 0.00017469678824169843, 9.087265469061877e-06, 3.397186082380693e-05, 0.00021775591453456722, 0.00038775413333333333, 8.42987083683872e-05, 2.9866666666666667e-06
48, 1792, 0.0002022836145890038, 1.1951043367809835e-05, 4.1873823262565775e-05, 0.0002561084812193794, 0.0004434597333333334, 9.834849309645173e-05, 3.982222222222223e-06
48, 2048, 0.00022808165487207404, 1.4426487630799008e-05, 4.951449011068771e-05, 0.0002920226326135608, 0.0004991653333333332, 0.00011239827782451626, 5.12e-06
48, 2560, 0.00028270332063146434, 2.2822064960987116e-05, 6.686332516784613e-05, 0.0003723887107602976, 0.0006105765333333333, 0.00014049784728064534, 7.822222222222222e-06
48, 3072, 0.0003343173652694611, 3.134966430774814e-05, 8.662152331700236e-05, 0.0004522885528942116, 0.0007219877333333333, 0.0001685974167367744, 1.1093333333333333e-05
48, 3584, 0.00038770985302123023, 4.210509405431561e-05, 0.00010845157775358374, 0.0005382665248291296, 0.0008333989333333333, 0.00019669698619290347, 1.4933333333333333e-05
48, 4096, 0.00043977898747958626, 5.367572491380875e-05, 0.0001328847895118853, 0.0006263395019052803, 0.0009448101333333332, 0.00022479655564903252, 1.9342222222222224e-05
48, 4608, 0.0004929923788786065, 6.945404463799674e-05, 0.00015900118036653963, 0.0007214476038831428, 0.0010562213333333334, 0.0002528961251051616, 2.432e-05
96, 384, 3.6004354926510616e-05, 7.343494828524769e-07, 6.435573398657231e-06, 4.3174277808020326e-05, 0.0001370789333333333, 1.2542988073439898e-05, 1.3333333333333334e-07
96, 512, 4.527218290691345e-05, 9.003810560696788e-07, 8.46749228815097e-06, 5.46400562511341e-05, 0.00016493173333333335, 1.6155095209030974e-05, 2.1333333333333334e-07
96, 768, 6.544420250408275e-05, 1.8366902558519324e-06, 1.3464505534385773e-05, 8.074539829432046e-05, 0.00022063733333333336, 2.337930948021313e-05, 4.266666666666667e-07
96, 1024, 8.33543821448013e-05, 2.4839412084921067e-06, 1.7963357829794957e-05, 0.00010380168118308837, 0.0002763429333333333, 3.0603523751395286e-05, 7.111111111111112e-07
96, 1280, 0.00010438051170386502, 4.235710397387044e-06, 2.3488405915441843e-05, 0.0001321046280166939, 0.0003320485333333334, 3.7827738022577434e-05, 1.0666666666666667e-06
96, 1536, 0.00012174850299401197, 5.314643440391944e-06, 2.851529305026311e-05, 0.00015557843948466702, 0.00038775413333333333, 4.505195229375959e-05, 1.4933333333333334e-06
96, 1792, 0.00014162928688078388, 6.8568317909635276e-06, 3.457055343857739e-05, 0.0001830566721103248, 0.0004434597333333334, 5.227616656494174e-05, 1.9911111111111113e-06
96, 2048, 0.00016023734349482853, 8.110506260206859e-06, 4.012547541281074e-05, 0.00020847332516784613, 0.0004991653333333332, 5.95003808361239e-05, 2.56e-06
96, 2560, 0.00019794719651605876, 1.3126292868807838e-05, 5.279063872255489e-05, 0.0002638641281074215, 0.0006105765333333333, 7.39488093784882e-05, 3.911111111111111e-06
96, 3072, 0.00023544855743059336, 1.756015242242787e-05, 6.65401787334422e-05, 0.0003195488885864634, 0.0007219877333333333, 8.839723792085252e-05, 5.546666666666666e-06
96, 3584, 0.0002728116494284159, 2.3862275449101797e-05, 8.132401379060063e-05, 0.0003779979386681183, 0.0008333989333333333, 0.00010284566646321682, 7.466666666666667e-06
96, 4096, 0.00031092487751769194, 2.962384322264562e-05, 9.71639185265832e-05, 0.00043771263926692074, 0.0009448101333333332, 0.00011729409500558113, 9.671111111111112e-06

