device_count, prefill_len, fc_latency, attn_latency, other_latency, total_latency, allreduce_latency, fc_roofline, attn_roofline
8, 384, 0.00013518236254763202, 3.303552894211577e-06, 1.1646193975684993e-05, 0.0001501321094175286, 0.00010922613333333332, 8.338303580167488e-05, 1.0666666666666667e-06
8, 448, 0.0001561333696243876, 4.020827436037017e-06, 1.3978660860097986e-05, 0.0001741328579205226, 0.00011851039999999999, 9.718539362047256e-05, 1.368888888888889e-06
8, 512, 0.00017443984757757212, 4.753970846186416e-06, 1.638015559789512e-05, 0.00019557397402165364, 0.00012779466666666667, 0.00011098775143927022, 1.7066666666666667e-06
8, 576, 0.00019591017964071857, 6.230800217746326e-06, 1.8906416712030484e-05, 0.00022104739657049537, 0.0001370789333333333, 0.00012479010925806787, 2.08e-06
8, 1024, 0.0003319575394665215, 1.481097441480675e-05, 4.053712121212121e-05, 0.00038730563509344946, 0.0002020688, 0.00022140661398965155, 5.688888888888889e-06
8, 1088, 0.0003576499727817093, 1.7700002419403616e-05, 4.453796271094175e-05, 0.00041988793791205464, 0.00021135306666666666, 0.00023520897180844924, 6.346666666666666e-06
8, 640, 0.0002150304844855743, 7.358773362366177e-06, 2.1563763382326258e-05, 0.00024395302123026674, 0.0001463632, 0.00013859246707686554, 2.488888888888889e-06
8, 704, 0.00023436526946107785, 8.135712816790661e-06, 2.4416643984757757e-05, 0.00026691762626262626, 0.00015564746666666665, 0.00015239482489566323, 2.9333333333333333e-06
8, 128, 6.853293413173652e-05, 7.025609387286034e-07, 3.7645527127563055e-06, 7.300004778322143e-05, 7.208906666666666e-05, 3.145777777777778e-05, 2.1333333333333334e-07
8, 192, 7.84959172563963e-05, 1.2981128651787336e-06, 5.504098620939938e-06, 8.529812874251498e-05, 8.137333333333333e-05, 4.197596234528189e-05, 3.7333333333333334e-07
8, 256, 9.650027218290691e-05, 1.7288042097622934e-06, 7.4413559245146075e-06, 0.00010567043231718381, 9.06576e-05, 5.5778320164079554e-05, 5.688888888888889e-07
8, 320, 0.00011657757212847034, 2.622833121635517e-06, 9.44546361821811e-06, 0.00012864586886832395, 9.994186666666665e-05, 6.958067798287722e-05, 8e-07
8, 768, 0.0002547724550898204, 9.384699691526039e-06, 2.7338552440573398e-05, 0.0002914957072219198, 0.00016493173333333335, 0.0001661971827144609, 3.4133333333333334e-06
