
16, 1, 32, 9.516059027777778e-09, 9.516059027777778e-09, 3.198917280420563e-07, 5.36656e-05, 4.758029513888889e-09, 4.758029513888889e-09
16, 1, 64, 1.8474392361111113e-08, 1.8474392361111113e-08, 3.2072599849761224e-07, 5.36656e-05, 9.237196180555556e-09, 9.237196180555556e-09
16, 1, 128, 3.639105902777778e-08, 3.639105902777778e-08, 3.2530737379965913e-07, 5.36656e-05, 1.819552951388889e-08, 1.819552951388889e-08
16, 1, 256, 7.222439236111111e-08, 7.22243923611111e-08, 3.3345100747710625e-07, 5.36656e-05, 3.611219618055556e-08, 3.611219618055556e-08
16, 1, 512, 1.4389105902777776e-07, 1.438910590277778e-07, 3.475460299131443e-07, 5.36656e-05, 7.19455295138889e-08, 7.19455295138889e-08
16, 1, 1024, 2.872243923611111e-07, 2.872243923611111e-07, 3.756830798630013e-07, 5.36656e-05, 1.4361219618055555e-07, 1.4361219618055555e-07
16, 1, 2048, 5.738910590277778e-07, 5.738910590277778e-07, 4.2994954692886957e-07, 5.36656e-05, 2.869455295138889e-07, 2.869455295138889e-07
16, 1, 4096, 1.147224392361111e-06, 1.147224392361111e-06, 5.38482481060606e-07, 5.36656e-05, 5.736121961805555e-07, 5.736121961805555e-07
16, 1, 8192, 2.2938910590277776e-06, 2.2938910590277776e-06, 7.555483493240791e-07, 5.36656e-05, 1.1469455295138888e-06, 1.1469455295138888e-06
16, 1, 16384, 4.587224392361111e-06, 4.587224392361111e-06, 1.190768817478679e-06, 5.36656e-05, 2.2936121961805554e-06, 2.2936121961805554e-06
16, 1, 32768, 9.173891059027777e-06, 9.173891059027777e-06, 2.0601210221602254e-06, 5.36656e-05, 4.5869455295138885e-06, 4.5869455295138885e-06
16, 1, 65536, 1.834722439236111e-05, 1.834722439236111e-05, 3.7999141631509706e-06, 5.36656e-05, 9.173612196180555e-06, 9.173612196180555e-06
32, 1, 32, 4.758029513888889e-09, 4.758029513888889e-09, 3.198917280420563e-07, 5.36656e-05, 2.3790147569444446e-09, 2.3790147569444446e-09
32, 1, 64, 9.237196180555556e-09, 9.237196180555555e-09, 3.2072599849761224e-07, 5.36656e-05, 4.618598090277778e-09, 4.618598090277778e-09
32, 1, 128, 1.819552951388889e-08, 1.819552951388889e-08, 3.2343792338704527e-07, 5.36656e-05, 9.097764756944444e-09, 9.097764756944444e-09
32, 1, 256, 3.611219618055556e-08, 3.611219618055555e-08, 3.266797921981894e-07, 5.36656e-05, 1.805609809027778e-08, 1.805609809027778e-08
32, 1, 512, 7.19455295138889e-08, 7.194552951388888e-08, 3.36439384364766e-07, 5.36656e-05, 3.597276475694445e-08, 3.597276475694445e-08
32, 1, 1024, 1.4361219618055555e-07, 1.4361219618055555e-07, 3.5483450712211944e-07, 5.36656e-05, 7.180609809027778e-08, 7.180609809027778e-08
32, 1, 2048, 2.869455295138889e-07, 2.869455295138889e-07, 3.9028633074759574e-07, 5.36656e-05, 1.4347276475694445e-07, 1.4347276475694445e-07
32, 1, 4096, 5.736121961805555e-07, 5.736121961805555e-07, 4.611899779985484e-07, 5.36656e-05, 2.8680609809027777e-07, 2.8680609809027777e-07
32, 1, 8192, 1.1469455295138888e-06, 1.1469455295138888e-06, 6.029972725004536e-07, 5.36656e-05, 5.734727647569444e-07, 5.734727647569444e-07
32, 1, 16384, 2.2936121961805554e-06, 2.2936121961805554e-06, 8.866118615042643e-07, 5.36656e-05, 1.1468060980902777e-06, 1.1468060980902777e-06
32, 1, 32768, 4.5869455295138885e-06, 4.5869455295138885e-06, 1.454929771139539e-06, 5.36656e-05, 2.2934727647569442e-06, 2.2934727647569442e-06
32, 1, 65536, 9.173612196180555e-06, 9.173612196180555e-06, 2.5904768587824354e-06, 5.36656e-05, 4.586806098090277e-06, 4.586806098090277e-06
